Survived,Pclass,Sex,SibSp,Parch,Ticket,Embarked,Age,Fare
1,3,female,0,0,343120,S,21.0,7.8958
1,3,male,0,0,312991,S,0.0,24.15
0,3,male,0,0,349249,S,38.0,52.0
1,3,female,1,0,371110,Q,0.0,14.4542
0,1,male,0,0,110465,S,47.0,8.05
0,3,female,1,0,2665,C,14.5,9.825
0,3,male,0,0,324669,S,22.0,14.4583
0,3,female,1,0,4136,S,20.0,7.925
0,3,female,0,0,2627,C,17.0,7.75
0,3,male,0,0,STON/O 2. 3101294,S,21.0,21.0
0,3,male,0,0,370369,Q,70.5,31.275
0,2,male,1,0,11668,S,29.0,73.5
0,1,male,0,1,PC 17558,C,24.0,8.05
0,3,female,4,2,347082,S,2.0,30.0708
0,2,male,2,0,S.O.C. 14879,S,21.0,13.0
0,3,male,0,0,A4. 54510,S,0.0,77.2875
0,2,male,1,0,237736,C,32.5,11.2417
1,2,female,0,0,27267,S,32.5,7.75
0,1,male,0,1,35281,S,54.0,7.1417
1,3,male,1,0,2651,C,12.0,22.3583
0,3,male,0,0,370372,Q,0.0,6.975
1,3,male,0,0,C 17369,S,24.0,7.8958
1,3,female,1,1,2668,C,0.0,7.05
0,3,male,0,0,347061,S,45.0,14.5
0,3,male,0,0,349241,C,33.0,26.0
0,3,male,0,0,SOTON/O.Q. 3101307,S,20.0,13.0
0,3,female,1,0,A/5. 3337,S,47.0,15.0458
1,2,female,1,0,228414,S,29.0,26.2833
0,2,male,0,0,C.A. 29178,S,25.0,53.1
0,2,male,0,0,SC/PARIS 2133,C,23.0,9.2167
1,1,female,0,2,11752,S,19.0,79.2
0,1,male,1,0,113803,S,37.0,15.2458
0,3,male,0,0,7534,S,16.0,7.75
0,1,male,0,0,PC 17593,C,24.0,15.85
0,3,female,0,2,2678,C,0.0,6.75
1,3,female,0,0,347081,S,22.0,11.5
1,3,female,1,0,STON/O2. 3101279,S,24.0,36.75
0,3,male,0,0,365222,Q,19.0,7.7958
0,2,male,0,0,231945,S,18.0,34.375
0,2,male,1,1,C.A. 33112,S,19.0,26.0
1,3,male,0,0,350043,S,27.0,13.0
0,3,female,2,2,W./C. 6608,S,9.0,12.525
0,2,male,0,2,230080,S,36.5,66.6
0,2,male,0,0,244310,S,42.0,8.05
0,2,male,0,0,S.O.P. 1166,S,51.0,14.5
1,1,female,1,0,113776,S,22.0,7.3125
0,3,male,0,0,A.5. 11206,S,55.5,61.3792
0,3,male,0,2,A/5. 851,S,40.5,7.7333
0,3,male,0,0,Fa 265302,S,0.0,8.05
0,1,male,0,1,PC 17597,C,51.0,8.6625
1,3,female,0,0,35851,Q,16.0,69.55
0,3,male,0,0,SOTON/OQ 392090,S,30.0,16.1
0,3,male,0,0,315037,S,0.0,15.75
0,3,male,8,2,CA. 2343,S,0.0,7.775
0,3,male,0,1,371362,S,44.0,8.6625
1,2,female,0,0,C.A. 33595,S,40.0,39.6875
0,3,male,0,0,347068,S,26.0,20.525
0,3,male,0,0,315093,S,17.0,55.0
0,3,male,4,1,3101295,S,1.0,27.9
1,3,male,0,2,363291,S,9.0,25.925
1,1,female,0,1,113505,S,0.0,56.4958
0,3,female,1,4,347088,S,45.0,33.5
0,1,male,0,0,PC 17318,S,0.0,29.125
0,3,male,0,0,1601,S,28.0,11.1333
0,1,male,0,0,111240,S,61.0,7.925
0,3,male,4,1,382652,Q,4.0,30.6958
1,3,female,1,1,347742,S,1.0,7.8542
0,3,male,0,0,STON/O 2. 3101280,S,21.0,25.4667
0,1,male,0,0,17764,C,56.0,28.7125
0,3,male,1,1,350404,S,18.0,13.0
0,3,male,3,1,4133,S,0.0,0.0
0,1,female,0,0,PC 17595,C,50.0,69.55
0,2,male,0,0,250653,S,30.0,15.05
0,3,male,0,0,LINE,S,36.0,31.3875
0,3,female,8,2,CA. 2343,S,0.0,39.0
0,2,male,0,0,SC/PARIS 2131,C,0.0,22.025
0,3,male,4,2,347077,S,9.0,50.0
1,2,male,2,1,230136,S,1.0,15.5
1,3,female,0,2,315153,S,4.0,26.55
0,1,male,0,0,113767,S,0.0,15.5
1,3,female,1,0,370365,Q,0.0,7.8958
1,1,male,0,0,111428,S,45.0,13.0
0,3,male,1,1,364849,Q,40.0,13.0
0,3,male,0,0,349247,S,36.0,7.8542
1,2,female,0,0,234604,S,32.0,26.0
0,2,male,0,0,28424,S,19.0,27.7208
1,3,female,1,0,350046,S,19.0,146.5208
1,2,male,1,1,230080,S,3.0,7.75
1,1,female,0,0,PC 17610,C,44.0,8.4042
1,1,female,0,0,PC 17569,C,58.0,7.75
0,3,male,0,0,368703,Q,0.0,13.0
0,3,male,0,1,4579,S,42.0,9.5
1,3,female,0,0,370370,Q,0.0,69.55
0,2,female,0,0,248747,S,24.0,6.4958
0,3,male,0,0,345770,S,28.0,7.225
0,3,male,8,2,CA. 2343,S,0.0,8.05
0,3,male,0,0,3101264,S,34.0,10.4625
0,3,male,0,0,2628,C,45.5,15.85
1,3,male,0,0,A/5 3540,S,18.0,18.7875
0,3,female,0,1,347054,S,2.0,7.75
0,3,male,1,0,3101278,S,32.0,31.0
1,3,male,0,0,2699,C,26.0,7.05
1,3,female,0,0,367231,Q,16.0,21.0
1,1,male,0,0,112277,C,40.0,7.25
0,3,male,0,0,SOTON/O.Q. 3101311,S,24.0,13.0
1,2,female,0,0,F.C.C. 13528,S,35.0,7.75
0,3,male,0,0,A/5 21174,S,22.0,113.275
0,2,male,0,0,250646,S,30.0,7.925
0,3,male,1,0,367229,Q,0.0,27.0
1,1,female,1,0,35273,C,31.0,76.2917
1,3,female,0,0,STON/O2. 3101283,S,27.0,10.5
0,2,male,1,0,243847,S,42.0,8.05
1,1,female,0,0,11813,C,32.0,13.0
0,2,male,0,0,W/C 14208,S,30.0,8.05
1,3,male,0,0,SOTON/OQ 392089,S,16.0,7.8958
0,2,male,0,0,220367,S,27.0,90.0
0,3,male,0,0,21440,S,51.0,9.35
0,3,male,0,0,349234,S,0.0,10.5
1,1,male,1,0,19943,S,38.0,7.25
0,3,male,0,0,PP 4348,S,22.0,13.0
1,2,male,0,0,SW/PP 751,S,19.0,25.4667
0,3,male,0,0,A/5 21173,S,20.5,83.475
0,2,male,0,0,236171,S,18.0,7.775
0,3,female,3,1,4133,S,0.0,13.5
1,1,female,1,0,36973,S,35.0,31.3875
0,3,male,0,0,347067,S,29.0,10.5
0,2,male,0,0,237442,S,59.0,7.55
1,3,female,4,2,347077,S,5.0,26.0
0,2,male,0,0,C.A. 29566,S,24.0,26.25
0,3,female,0,0,W./C. 6609,S,0.0,10.5
0,2,male,1,0,26707,S,44.0,12.275
1,2,female,0,2,C.A. 31921,S,8.0,14.4542
0,2,male,0,0,28665,S,19.0,15.5
0,2,male,0,0,SCO/W 1585,S,33.0,10.5
0,3,female,1,0,2665,C,0.0,7.125
1,3,female,1,0,367230,Q,0.0,7.225
0,2,male,0,0,W./C. 14263,S,29.0,90.0
0,3,male,0,0,STON/O 2. 3101275,S,22.0,7.775
0,3,male,0,0,2694,C,30.0,14.5
0,1,male,2,0,19928,Q,44.0,52.5542
0,3,female,0,0,347071,S,25.0,26.0
1,2,female,0,2,250649,S,24.0,7.25
1,1,male,1,1,11751,S,37.0,10.4625
0,2,male,1,0,244252,S,54.0,26.55
0,3,male,0,0,362316,S,0.0,16.1
0,3,female,1,1,347054,S,29.0,20.2125
0,1,male,0,0,113514,S,62.0,15.2458
0,3,male,1,0,A/5. 3336,S,30.0,79.2
0,3,female,0,2,370129,S,41.0,86.5
1,3,female,0,2,2650,C,29.0,26.0
1,1,female,0,0,PC 17585,C,0.0,7.75
1,1,female,0,0,110152,S,30.0,31.3875
1,1,female,0,0,PC 17755,C,35.0,79.65
1,2,female,0,1,230433,S,50.0,0.0
0,3,male,0,0,384461,Q,0.0,7.75
1,3,male,4,2,347077,S,3.0,10.5
0,1,male,1,1,110413,S,52.0,39.6875
0,1,male,0,0,112059,S,40.0,7.775
0,3,female,0,0,382649,Q,0.0,153.4625
0,2,male,0,0,C.A. 17248,S,36.0,135.6333
0,3,male,4,1,3101295,S,16.0,31.0
1,3,male,1,0,347083,S,25.0,0.0
1,1,female,0,1,PC 17582,S,58.0,19.5
1,1,female,0,0,PC 17760,S,35.0,29.7
0,1,male,0,0,113798,S,0.0,7.75
1,3,male,0,0,LINE,S,25.0,77.9583
1,2,female,0,1,250644,S,41.0,7.75
0,1,male,0,1,PC 17596,C,37.0,0.0
1,3,female,0,0,370375,Q,0.0,29.125
1,1,female,1,0,13502,S,63.0,20.25
0,3,female,0,0,347073,S,45.0,7.75
0,2,male,0,0,239853,S,0.0,7.8542
0,3,male,4,1,382652,Q,7.0,9.5
1,3,female,1,1,C.A. 2673,S,35.0,8.05
0,3,male,0,0,336439,Q,65.0,26.0
0,3,male,0,0,347464,S,28.0,8.6625
0,3,male,0,0,345778,S,16.0,9.5
1,3,male,0,0,A/5. 10482,S,19.0,7.8958
0,1,male,0,0,113056,S,0.0,13.0
0,3,male,0,0,349239,C,33.0,7.75
1,3,male,0,0,345774,S,30.0,78.85
0,3,male,0,0,349206,S,22.0,91.0792
1,2,male,0,0,237798,S,42.0,12.875
1,3,female,0,0,370373,Q,22.0,8.85
1,1,female,0,0,19877,S,26.0,7.8958
1,1,female,1,0,11967,C,19.0,27.7208
0,2,male,0,0,SC/Paris 2163,C,36.0,7.2292
0,3,female,0,0,349236,S,24.0,151.55
0,3,male,0,0,349233,S,24.0,30.5
0,1,male,0,0,PC 17612,C,0.0,7.75
0,3,male,0,0,2693,C,23.5,23.25
0,1,female,1,2,113781,S,2.0,0.0
1,1,male,0,0,19988,S,0.0,12.35
1,1,female,0,1,PC 17558,C,50.0,8.05
1,3,female,0,0,9234,Q,0.0,151.55
1,3,male,2,0,367226,Q,0.0,110.8833
0,3,male,0,0,LINE,S,19.0,108.9
1,2,female,0,0,226593,Q,0.0,24.0
0,3,male,0,0,A/5 2466,S,0.0,56.9292
1,1,male,1,2,113781,S,0.92,83.1583
1,1,female,0,0,17421,C,0.0,26.0
1,1,female,1,0,PC 17758,C,17.0,7.8958
0,2,male,1,0,P/PP 3381,C,30.0,26.25
1,1,female,0,0,PC 17485,C,30.0,7.8542
1,1,female,0,0,11767,C,24.0,26.0
1,1,female,2,2,PC 17608,C,18.0,14.0
0,2,female,1,1,250651,S,26.0,164.8667
0,3,male,0,0,349243,S,28.0,134.5
0,2,male,1,1,F.C.C. 13529,S,43.0,7.25
1,3,female,0,0,347470,S,26.0,7.8958
1,2,female,1,0,244367,S,24.0,12.35
0,2,male,0,0,29011,S,54.0,29.0
1,1,female,0,2,36928,S,31.0,69.55
1,1,female,1,1,16966,C,40.0,135.6333
0,3,male,0,0,A/5 21172,S,22.0,6.2375
0,3,male,0,0,349219,S,27.0,13.0
1,2,female,0,0,234818,Q,30.0,20.525
1,2,female,1,1,248738,S,22.0,57.9792
0,3,male,8,2,CA. 2343,S,0.0,23.25
1,1,female,0,0,PC 17760,C,36.0,28.5
0,3,male,0,0,345364,S,61.0,153.4625
1,2,female,0,0,28551,S,36.0,18.0
1,3,female,1,1,363291,S,31.0,133.65
1,1,female,0,1,111361,C,16.0,7.8958
1,3,female,2,0,367226,Q,0.0,66.6
0,1,male,0,0,113043,S,45.5,134.5
0,1,male,0,1,PC 17582,S,38.0,8.05
0,3,male,2,0,345764,S,16.0,35.5
1,1,female,1,0,PC 17611,S,0.0,26.0
0,3,male,0,0,349225,S,0.0,13.0
0,1,male,1,0,113776,S,29.0,13.0
1,1,female,0,0,16966,C,41.0,13.0
1,3,male,0,0,7598,S,45.0,13.0
0,1,male,0,0,113784,S,45.0,13.0
1,2,male,1,1,230080,S,2.0,16.1
1,1,female,3,2,19950,S,24.0,15.9
0,2,male,0,0,248740,S,28.0,8.6625
0,2,male,0,0,244361,S,25.0,9.225
0,2,male,0,0,229236,S,36.0,35.0
1,2,female,0,0,248733,S,24.0,7.2292
1,2,female,0,0,31418,S,40.0,17.8
1,3,female,1,0,386525,S,0.0,7.225
1,3,male,1,1,C.A. 37671,S,3.0,9.5
0,3,male,0,0,315088,S,42.0,55.0
0,3,male,0,0,7267,S,23.0,13.0
0,1,male,0,0,113510,S,0.0,7.8792
0,3,male,1,1,2695,C,15.0,7.8792
0,3,male,1,0,349237,S,25.0,27.9
0,3,male,0,0,2647,C,0.0,27.7208
0,3,male,0,0,345783,S,28.0,14.4542
1,1,female,0,1,113505,S,22.0,7.05
0,2,female,0,0,237671,S,38.0,15.5
1,3,female,0,0,330931,Q,0.0,7.25
1,3,female,0,0,330980,Q,0.0,75.25
0,3,male,1,4,347088,S,40.0,7.2292
0,2,male,1,0,SC/PARIS 2167,C,29.0,7.75
0,3,female,0,1,2691,C,45.0,69.3
0,3,male,0,0,SOTON/O.Q. 3101310,S,35.0,55.4417
0,3,male,1,0,370365,Q,0.0,6.4958
0,3,male,0,0,C 7076,S,30.0,8.05
1,1,female,1,0,110813,C,60.0,135.6333
1,3,female,0,0,2626,C,0.0,21.075
1,3,female,0,0,14313,Q,0.0,82.1708
1,1,female,0,0,PC 17477,C,24.0,7.25
1,1,male,1,0,11765,C,25.0,4.0125
0,3,male,1,0,3101267,S,18.0,7.775
0,3,male,0,0,323951,S,19.0,15.7417
0,1,male,0,0,PC 17760,C,22.0,7.925
0,3,female,3,1,349909,S,3.0,52.0
1,1,female,1,0,PC 17604,C,0.0,7.8958
1,3,female,0,0,C 7077,S,22.0,73.5
0,1,male,0,2,113503,C,27.0,46.9
0,3,male,0,0,2648,C,20.0,13.0
0,3,male,0,0,347069,S,19.0,7.7292
1,1,female,0,0,PC 17757,C,42.0,12.0
1,3,female,0,2,2653,C,1.0,120.0
0,3,male,0,0,STON/O 2. 3101293,S,32.0,7.7958
1,1,female,1,0,113789,S,35.0,7.925
0,3,male,0,0,349227,S,0.0,113.275
0,2,male,0,0,S.O.C. 14879,S,18.0,16.7
0,3,male,5,2,CA 2144,S,1.0,7.7958
1,2,female,0,0,27849,S,36.0,7.8542
0,3,male,0,0,367655,Q,0.0,26.0
1,2,female,0,0,SC 1748,C,17.0,10.5
1,1,male,1,2,113760,S,36.0,12.65
1,3,male,0,0,350034,S,21.0,7.925
0,3,male,2,0,3101277,S,28.0,8.05
1,1,female,1,0,35273,C,23.0,9.825
1,3,female,0,2,PP 9549,S,24.0,15.85
0,3,male,0,0,350052,S,22.0,8.6625
0,3,female,0,0,350407,S,31.0,21.0
0,2,male,0,0,28403,S,46.0,7.75
0,2,male,0,0,244278,S,23.0,18.75
1,2,female,0,0,240929,S,28.0,7.775
1,3,male,0,0,STON/O 2. 3101289,S,39.0,25.4667
0,3,male,0,0,341826,S,26.0,7.8958
0,3,female,1,0,4137,S,21.0,6.8583
0,3,male,1,0,STON/O2. 3101279,S,28.0,90.0
0,3,female,0,0,315096,S,20.0,0.0
0,2,male,1,0,28664,S,34.0,7.925
0,3,male,0,0,347064,S,51.0,8.05
1,2,male,1,1,29106,S,3.0,32.5
0,3,male,0,0,312992,S,21.0,13.0
0,3,female,3,1,4133,S,0.0,13.0
0,3,male,0,0,349222,S,0.0,24.15
0,3,male,0,0,394140,Q,0.0,7.8958
1,1,female,1,0,19928,Q,33.0,7.7333
0,2,male,0,0,239853,S,0.0,7.875
1,3,male,0,0,STON/O 2. 3101269,S,44.0,14.4
0,3,female,0,0,343095,S,0.0,20.2125
1,2,female,1,1,28220,S,34.0,7.25
1,2,female,0,2,250652,S,18.0,26.0
0,2,male,0,0,28228,S,30.0,26.0
0,3,female,0,2,345773,S,10.0,7.75
0,3,male,0,0,349254,C,0.0,8.05
0,3,male,0,0,A/5. 13032,Q,21.0,26.55
0,3,male,0,0,315082,S,29.0,16.1
0,3,female,1,1,347080,S,28.0,26.0
0,3,male,1,1,370129,S,18.0,7.125
0,3,male,0,0,A/4. 34244,S,0.0,55.9
1,2,female,1,0,2003,S,28.0,120.0
1,2,female,0,0,250655,S,19.0,34.375
0,3,male,0,0,364851,Q,0.0,18.75
1,3,male,0,0,SOTON/O.Q. 392078,S,32.0,10.5
1,1,male,0,0,110564,S,28.0,26.25
1,3,female,1,0,376564,S,0.0,9.5
1,2,female,1,0,SC/AH 3085,S,42.0,7.775
0,3,male,0,0,STON/O 2. 3101274,S,17.0,13.0
0,1,male,1,0,13507,S,50.0,8.1125
1,1,female,1,2,113760,S,14.0,81.8583
0,3,female,2,2,W./C. 6608,S,21.0,19.5
1,2,female,2,3,29106,S,24.0,26.55
0,1,male,1,4,19950,S,64.0,19.2583
0,2,male,0,0,C.A. 18723,S,31.0,30.5
1,2,female,1,1,F.C.C. 13529,S,45.0,27.75
0,3,male,0,0,345769,S,20.0,19.9667
0,3,male,1,0,347076,S,25.0,27.75
1,2,female,0,0,230434,S,28.0,89.1042
1,3,male,0,0,65306,S,0.0,8.05
1,1,male,0,2,33638,S,4.0,7.8958
1,2,female,0,1,250644,S,13.0,26.55
1,1,male,0,0,113794,S,34.0,51.8625
1,3,female,2,1,2666,C,5.0,10.5
1,1,male,0,0,113786,S,52.0,7.75
0,2,male,1,2,C.A. 34651,S,36.0,26.55
0,3,male,1,0,65303,S,0.0,8.05
0,1,male,0,0,113051,C,30.0,38.5
1,1,male,1,0,17453,C,49.0,13.0
0,3,male,0,0,A/5 2817,S,0.0,8.05
1,3,male,0,0,349240,C,29.0,7.05
0,1,male,0,0,13509,S,65.0,0.0
1,1,female,1,0,17464,S,0.0,26.55
1,2,female,0,0,F.C.C. 13531,S,50.0,7.725
0,3,male,0,0,371060,Q,0.0,19.2583
1,1,male,0,0,19952,S,48.0,7.25
0,3,male,0,0,364506,S,34.0,8.6625
0,1,male,0,0,111320,S,47.0,27.75
0,2,male,0,0,234360,S,48.0,13.7917
0,3,male,0,0,A/S 2816,S,0.0,9.8375
0,3,male,0,0,SOTON/O.Q. 3101306,S,38.0,52.0
0,2,male,0,0,239853,S,0.0,21.0
0,1,male,0,0,113792,S,56.0,7.0458
0,3,male,0,0,36209,Q,0.0,7.5208
1,3,female,2,1,2666,C,0.75,12.2875
0,3,male,0,0,323592,S,0.0,46.9
0,3,male,0,0,315089,S,38.0,0.0
1,2,female,1,2,C.A. 34651,S,33.0,8.05
1,2,female,0,0,SC/AH Basle 541,C,23.0,9.5875
0,3,female,0,0,7553,S,22.0,91.0792
0,1,male,0,0,110465,S,0.0,25.4667
0,2,male,1,0,31027,S,34.0,90.0
0,3,male,1,0,3460,S,29.0,29.7
0,3,male,0,0,350060,S,22.0,8.05
1,3,female,0,1,3101298,S,2.0,15.9
0,3,male,5,2,CA 2144,S,9.0,19.9667
0,2,male,0,0,239854,S,0.0,7.25
0,3,male,0,0,A/5 3594,S,50.0,30.5
1,3,female,0,0,4134,S,63.0,49.5042
1,1,male,1,0,11967,C,25.0,8.05
0,3,female,3,1,4133,S,0.0,14.4583
1,1,female,1,0,19943,S,35.0,78.2667
0,1,male,0,0,11771,C,58.0,15.1
0,3,male,0,0,A.5. 18509,S,30.0,151.55
1,3,male,1,1,C.A. 37671,S,9.0,7.7958
0,3,male,1,0,65304,S,0.0,8.6625
0,3,male,0,0,SOTON/OQ 3101317,S,21.0,7.75
0,1,male,0,0,113787,S,55.0,7.6292
0,1,male,0,0,PC 17609,C,71.0,9.5875
0,3,male,0,0,A/4 45380,S,21.0,86.5
0,3,male,0,0,2627,C,0.0,108.9
1,1,female,1,0,36947,C,54.0,26.0
0,3,male,0,0,C.A. 6212,S,0.0,26.55
0,1,female,1,2,113781,S,25.0,22.525
0,3,male,0,0,350035,S,24.0,56.4958
0,3,male,0,0,315086,S,17.0,7.75
0,3,female,0,0,364846,Q,21.0,8.05
0,3,female,0,0,330909,Q,0.0,26.2875
0,3,female,0,0,4135,S,37.0,59.4
1,1,female,0,0,110152,S,16.0,7.4958
0,1,male,1,0,PC 17758,C,18.0,34.0208
1,2,female,0,2,26360,S,33.0,10.5
1,1,male,0,0,111427,S,0.0,24.15
0,3,male,0,0,C 4001,S,28.0,26.0
1,3,male,0,0,1601,S,26.0,7.8958
1,3,male,0,0,382651,Q,29.0,93.5
0,3,male,0,0,SOTON/OQ 3101316,S,0.0,7.8958
1,1,male,0,0,PC 17473,S,36.0,7.225
1,1,female,1,0,PC 17603,C,54.0,57.9792
0,3,male,0,0,349209,S,24.0,7.2292
0,1,male,0,0,36967,S,47.0,7.75
1,2,female,0,0,C.A. 34260,S,34.0,10.5
0,3,male,0,0,371110,Q,0.0,7.925
1,2,female,1,0,226875,S,36.0,11.5
0,3,male,0,0,349242,S,32.0,26.0
1,1,female,0,0,12749,S,30.0,7.2292
0,3,male,0,0,349252,S,22.0,7.2292
0,3,male,0,0,2624,C,0.0,22.3583
1,1,female,0,1,111361,C,44.0,8.6625
0,3,male,0,0,2700,C,0.0,26.25
0,3,male,0,0,367232,Q,40.5,26.55
1,2,female,0,0,W./C. 14258,S,50.0,106.425
0,1,male,0,0,PC 17483,S,0.0,14.5
0,3,male,0,0,3101296,S,39.0,49.5
0,2,male,2,1,29104,S,23.0,71.0
1,2,female,1,1,26360,S,2.0,31.275
0,3,male,0,0,2641,C,0.0,31.275
0,3,male,1,1,2690,C,17.0,26.0
1,3,female,0,2,2668,C,0.0,106.425
0,3,female,0,0,315084,S,30.0,26.0
1,2,female,0,2,F.C.C. 13529,S,7.0,26.0
0,1,male,0,0,113050,S,45.0,13.8625
1,1,female,0,0,PC 17761,C,30.0,20.525
0,3,male,0,0,364498,S,0.0,36.75
1,1,female,0,2,13568,C,22.0,110.8833
1,1,female,0,2,WE/P 5735,S,36.0,26.0
0,3,female,4,2,347082,S,9.0,7.8292
0,3,female,4,2,347082,S,11.0,7.225
1,2,male,1,0,2908,S,32.0,7.775
0,1,male,1,0,PC 17761,C,50.0,26.55
0,1,male,0,0,693,S,64.0,39.6
1,2,female,1,0,2908,S,19.0,79.65
1,2,male,0,0,SC/PARIS 2146,C,0.0,17.4
0,3,male,1,1,363291,S,33.0,7.75
1,2,male,1,1,C.A. 33112,S,8.0,7.8958
1,1,male,0,2,17421,C,17.0,13.5
0,2,male,0,0,244358,S,27.0,8.05
0,3,male,0,0,330979,Q,0.0,8.05
1,3,male,0,0,2620,C,22.0,24.15
1,3,female,0,0,347085,S,22.0,7.8958
0,1,male,0,0,113807,S,62.0,21.075
1,1,female,1,0,11755,C,48.0,7.2292
0,1,male,0,0,PC 17757,C,0.0,7.8542
1,1,female,1,1,110413,S,39.0,10.5
1,3,female,1,0,345572,S,36.0,51.4792
