Survived,Pclass,Sex,SibSp,Parch,Ticket,Embarked,Age,Fare
1,2,female,0,0,C.A. 31026,S,21.0,10.5
0,3,male,0,0,2697,C,28.5,7.2292
1,2,female,1,2,C.A. 34651,S,5.0,27.75
0,3,male,5,2,CA 2144,S,11.0,46.9
0,3,male,0,0,2669,C,22.0,7.2292
0,3,male,3,2,347088,S,4.0,27.9
0,1,male,0,0,PC 17605,C,29.69911764705882,27.7208
1,3,male,1,1,2661,C,29.69911764705882,15.2458
1,2,female,0,0,C.A. 29395,S,29.0,10.5
0,3,male,0,0,S.P. 3464,S,19.0,8.1583
1,3,female,4,2,3101281,S,17.0,7.925
0,3,male,2,0,315151,S,26.0,8.6625
0,2,male,0,0,C.A. 33111,S,32.0,10.5
0,3,female,5,2,CA 2144,S,16.0,46.9
0,3,male,1,0,2680,C,26.0,14.4542
1,3,male,0,0,1601,S,32.0,56.4958
0,3,male,0,0,348123,S,25.0,7.65
0,3,male,0,0,349208,S,29.69911764705882,7.8958
0,3,male,0,0,374746,S,29.69911764705882,8.05
1,3,female,0,0,364516,S,30.0,12.475
0,3,male,0,0,345767,S,22.0,9.0
1,3,male,0,0,345779,S,29.0,9.5
1,3,female,0,0,330932,Q,29.69911764705882,7.7875
0,1,male,0,0,113059,S,28.0,47.1
1,2,female,0,0,SO/C 14885,S,17.0,10.5
1,3,female,3,0,3101278,S,33.0,15.85
0,3,male,1,3,W./C. 6608,S,16.0,34.375
0,3,male,0,0,SOTON/OQ 392086,S,29.69911764705882,8.05
0,3,male,0,0,343275,S,24.0,8.05
0,3,male,0,0,343276,S,29.0,8.05
0,3,male,0,0,347466,S,20.0,7.8542
0,1,male,1,0,W.E.P. 5734,S,46.0,61.175
0,3,male,1,2,C.A. 2315,S,26.0,20.575
0,3,male,0,0,374910,S,29.69911764705882,8.05
1,2,female,0,1,231919,S,34.0,23.0
0,2,male,1,0,244367,S,34.0,26.0
0,3,female,0,0,349245,S,28.0,7.8958
0,3,male,0,0,349215,S,29.69911764705882,7.8958
0,3,male,0,0,7540,S,33.0,8.6542
0,3,male,2,0,3101276,S,37.0,7.925
0,3,male,0,0,349207,S,28.0,7.8958
1,3,female,0,0,343120,S,21.0,7.65
1,3,male,0,0,312991,S,29.69911764705882,7.775
0,3,male,0,0,349249,S,38.0,7.8958
1,3,female,1,0,371110,Q,29.69911764705882,24.15
0,1,male,0,0,110465,S,47.0,52.0
0,3,female,1,0,2665,C,14.5,14.4542
0,3,male,0,0,324669,S,22.0,8.05
0,3,female,1,0,4136,S,20.0,9.825
0,3,female,0,0,2627,C,17.0,14.4583
0,3,male,0,0,STON/O 2. 3101294,S,21.0,7.925
0,2,male,1,0,11668,S,29.0,21.0
0,3,male,0,0,A4. 54510,S,29.69911764705882,8.05
0,2,male,1,0,237736,C,32.5,30.0708
1,2,female,0,0,27267,S,32.5,13.0
1,3,male,1,0,2651,C,12.0,11.2417
0,3,male,0,0,370372,Q,29.69911764705882,7.75
1,3,male,0,0,C 17369,S,24.0,7.1417
1,3,female,1,1,2668,C,29.69911764705882,22.3583
0,3,male,0,0,347061,S,45.0,6.975
0,3,male,0,0,349241,C,33.0,7.8958
0,3,male,0,0,SOTON/O.Q. 3101307,S,20.0,7.05
0,3,female,1,0,A/5. 3337,S,47.0,14.5
1,2,female,1,0,228414,S,29.0,26.0
0,2,male,0,0,C.A. 29178,S,25.0,13.0
0,2,male,0,0,SC/PARIS 2133,C,23.0,15.0458
1,1,female,0,2,11752,S,19.0,26.2833
0,1,male,1,0,113803,S,37.0,53.1
0,3,male,0,0,7534,S,16.0,9.2167
0,3,female,0,2,2678,C,29.69911764705882,15.2458
1,3,female,0,0,347081,S,22.0,7.75
1,3,female,1,0,STON/O2. 3101279,S,24.0,15.85
0,3,male,0,0,365222,Q,19.0,6.75
0,2,male,0,0,231945,S,18.0,11.5
0,2,male,1,1,C.A. 33112,S,19.0,36.75
1,3,male,0,0,350043,S,27.0,7.7958
0,3,female,2,2,W./C. 6608,S,9.0,34.375
0,2,male,0,2,230080,S,36.5,26.0
0,2,male,0,0,244310,S,42.0,13.0
0,2,male,0,0,S.O.P. 1166,S,51.0,12.525
0,3,male,0,2,A/5. 851,S,40.5,14.5
0,3,male,0,0,Fa 265302,S,29.69911764705882,7.3125
0,1,male,0,1,PC 17597,C,51.0,61.3792
1,3,female,0,0,35851,Q,16.0,7.7333
0,3,male,0,0,SOTON/OQ 392090,S,30.0,8.05
0,3,male,0,0,315037,S,29.69911764705882,8.6625
0,3,male,0,1,371362,S,44.0,16.1
1,2,female,0,0,C.A. 33595,S,40.0,15.75
0,3,male,0,0,347068,S,26.0,7.775
0,3,male,0,0,315093,S,17.0,8.6625
1,3,male,0,2,363291,S,9.0,20.525
1,1,female,0,1,113505,S,29.69911764705882,55.0
0,3,female,1,4,347088,S,45.0,27.9
0,1,male,0,0,PC 17318,S,29.69911764705882,25.925
0,3,male,0,0,1601,S,28.0,56.4958
0,3,male,4,1,382652,Q,4.0,29.125
0,3,male,0,0,STON/O 2. 3101280,S,21.0,7.925
0,3,male,1,1,350404,S,18.0,7.8542
0,3,male,3,1,4133,S,29.69911764705882,25.4667
0,1,female,0,0,PC 17595,C,50.0,28.7125
0,2,male,0,0,250653,S,30.0,13.0
0,3,male,0,0,LINE,S,36.0,0.0
0,2,male,0,0,SC/PARIS 2131,C,29.69911764705882,15.05
0,3,male,4,2,347077,S,9.0,31.3875
1,3,female,0,2,315153,S,4.0,22.025
0,1,male,0,0,113767,S,29.69911764705882,50.0
1,3,female,1,0,370365,Q,29.69911764705882,15.5
1,1,male,0,0,111428,S,45.0,26.55
0,3,male,1,1,364849,Q,40.0,15.5
0,3,male,0,0,349247,S,36.0,7.8958
1,2,female,0,0,234604,S,32.0,13.0
0,2,male,0,0,28424,S,19.0,13.0
1,3,female,1,0,350046,S,19.0,7.8542
1,2,male,1,1,230080,S,3.0,26.0
1,1,female,0,0,PC 17610,C,44.0,27.7208
0,3,male,0,0,368703,Q,29.69911764705882,7.75
0,3,male,0,1,4579,S,42.0,8.4042
1,3,female,0,0,370370,Q,29.69911764705882,7.75
0,2,female,0,0,248747,S,24.0,13.0
0,3,male,0,0,345770,S,28.0,9.5
0,3,male,0,0,3101264,S,34.0,6.4958
0,3,male,0,0,2628,C,45.5,7.225
1,3,male,0,0,A/5 3540,S,18.0,8.05
0,3,male,1,0,3101278,S,32.0,15.85
1,3,male,0,0,2699,C,26.0,18.7875
1,3,female,0,0,367231,Q,16.0,7.75
1,1,male,0,0,112277,C,40.0,31.0
0,3,male,0,0,SOTON/O.Q. 3101311,S,24.0,7.05
1,2,female,0,0,F.C.C. 13528,S,35.0,21.0
0,3,male,0,0,A/5 21174,S,22.0,7.25
0,2,male,0,0,250646,S,30.0,13.0
0,3,male,1,0,367229,Q,29.69911764705882,7.75
1,3,female,0,0,STON/O2. 3101283,S,27.0,7.925
0,2,male,1,0,243847,S,42.0,27.0
0,2,male,0,0,W/C 14208,S,30.0,10.5
1,3,male,0,0,SOTON/OQ 392089,S,16.0,8.05
0,2,male,0,0,220367,S,27.0,13.0
0,3,male,0,0,21440,S,51.0,8.05
0,3,male,0,0,349234,S,29.69911764705882,7.8958
0,3,male,0,0,PP 4348,S,22.0,9.35
1,2,male,0,0,SW/PP 751,S,19.0,10.5
0,3,male,0,0,A/5 21173,S,20.5,7.25
0,2,male,0,0,236171,S,18.0,13.0
0,3,female,3,1,4133,S,29.69911764705882,25.4667
0,3,male,0,0,347067,S,29.0,7.775
1,3,female,4,2,347077,S,5.0,31.3875
0,2,male,0,0,C.A. 29566,S,24.0,10.5
0,3,female,0,0,W./C. 6609,S,29.69911764705882,7.55
0,2,male,1,0,26707,S,44.0,26.0
1,2,female,0,2,C.A. 31921,S,8.0,26.25
0,2,male,0,0,28665,S,19.0,10.5
0,2,male,0,0,SCO/W 1585,S,33.0,12.275
0,3,female,1,0,2665,C,29.69911764705882,14.4542
1,3,female,1,0,367230,Q,29.69911764705882,15.5
0,2,male,0,0,W./C. 14263,S,29.0,10.5
0,3,male,0,0,STON/O 2. 3101275,S,22.0,7.125
0,3,male,0,0,2694,C,30.0,7.225
0,3,female,0,0,347071,S,25.0,7.775
1,2,female,0,2,250649,S,24.0,14.5
1,1,male,1,1,11751,S,37.0,52.5542
0,2,male,1,0,244252,S,54.0,26.0
0,3,male,0,0,362316,S,29.69911764705882,7.25
0,3,female,1,1,347054,S,29.0,10.4625
0,3,male,1,0,A/5. 3336,S,30.0,16.1
0,3,female,0,2,370129,S,41.0,20.2125
1,3,female,0,2,2650,C,29.0,15.2458
1,2,female,0,1,230433,S,50.0,26.0
0,3,male,0,0,384461,Q,29.69911764705882,7.75
1,3,male,4,2,347077,S,3.0,31.3875
0,1,male,0,0,112059,S,40.0,0.0
0,3,female,0,0,382649,Q,29.69911764705882,7.75
0,2,male,0,0,C.A. 17248,S,36.0,10.5
0,3,male,4,1,3101295,S,16.0,39.6875
1,3,male,1,0,347083,S,25.0,7.775
0,1,male,0,0,113798,S,29.69911764705882,31.0
1,3,male,0,0,LINE,S,25.0,0.0
1,2,female,0,1,250644,S,41.0,19.5
0,1,male,0,1,PC 17596,C,37.0,29.7
1,3,female,0,0,370375,Q,29.69911764705882,7.75
0,3,female,0,0,347073,S,45.0,7.75
0,2,male,0,0,239853,S,29.69911764705882,0.0
0,3,male,4,1,382652,Q,7.0,29.125
1,3,female,1,1,C.A. 2673,S,35.0,20.25
0,3,male,0,0,347464,S,28.0,7.8542
0,3,male,0,0,345778,S,16.0,9.5
1,3,male,0,0,A/5. 10482,S,19.0,8.05
0,1,male,0,0,113056,S,29.69911764705882,26.0
0,3,male,0,0,349239,C,33.0,8.6625
1,3,male,0,0,345774,S,30.0,9.5
0,3,male,0,0,349206,S,22.0,7.8958
1,2,male,0,0,237798,S,42.0,13.0
1,3,female,0,0,370373,Q,22.0,7.75
0,2,male,0,0,SC/Paris 2163,C,36.0,12.875
0,3,female,0,0,349236,S,24.0,8.85
0,3,male,0,0,349233,S,24.0,7.8958
0,1,male,0,0,PC 17612,C,29.69911764705882,27.7208
0,3,male,0,0,2693,C,23.5,7.2292
1,1,male,0,0,19988,S,29.69911764705882,30.5
1,3,female,0,0,9234,Q,29.69911764705882,7.75
1,3,male,2,0,367226,Q,29.69911764705882,23.25
0,3,male,0,0,LINE,S,19.0,0.0
1,2,female,0,0,226593,Q,29.69911764705882,12.35
0,3,male,0,0,A/5 2466,S,29.69911764705882,8.05
0,2,male,1,0,P/PP 3381,C,30.0,24.0
1,1,female,0,0,PC 17485,C,30.0,56.9292
0,2,female,1,1,250651,S,26.0,26.0
0,3,male,0,0,349243,S,28.0,7.8958
0,2,male,1,1,F.C.C. 13529,S,43.0,26.25
1,3,female,0,0,347470,S,26.0,7.8542
1,2,female,1,0,244367,S,24.0,26.0
0,2,male,0,0,29011,S,54.0,14.0
0,3,male,0,0,A/5 21172,S,22.0,7.25
0,3,male,0,0,349219,S,27.0,7.8958
1,2,female,0,0,234818,Q,30.0,12.35
1,2,female,1,1,248738,S,22.0,29.0
1,2,female,0,0,28551,S,36.0,13.0
1,3,female,1,1,363291,S,31.0,20.525
1,1,female,0,1,111361,C,16.0,57.9792
1,3,female,2,0,367226,Q,29.69911764705882,23.25
0,1,male,0,0,113043,S,45.5,28.5
0,3,male,2,0,345764,S,16.0,18.0
0,3,male,0,0,349225,S,29.69911764705882,7.8958
1,3,male,0,0,7598,S,45.0,8.05
0,1,male,0,0,113784,S,45.0,35.5
0,2,male,0,0,248740,S,28.0,13.0
0,2,male,0,0,244361,S,25.0,13.0
0,2,male,0,0,229236,S,36.0,13.0
1,2,female,0,0,248733,S,24.0,13.0
1,2,female,0,0,31418,S,40.0,13.0
1,3,female,1,0,386525,S,29.69911764705882,16.1
1,3,male,1,1,C.A. 37671,S,3.0,15.9
0,3,male,0,0,315088,S,42.0,8.6625
0,3,male,0,0,7267,S,23.0,9.225
0,1,male,0,0,113510,S,29.69911764705882,35.0
0,3,male,1,1,2695,C,15.0,7.2292
0,3,male,1,0,349237,S,25.0,17.8
0,3,male,0,0,2647,C,29.69911764705882,7.225
0,3,male,0,0,345783,S,28.0,9.5
1,1,female,0,1,113505,S,22.0,55.0
0,2,female,0,0,237671,S,38.0,13.0
1,3,female,0,0,330931,Q,29.69911764705882,7.8792
1,3,female,0,0,330980,Q,29.69911764705882,7.8792
0,3,male,1,4,347088,S,40.0,27.9
0,2,male,1,0,SC/PARIS 2167,C,29.0,27.7208
0,3,female,0,1,2691,C,45.0,14.4542
0,3,male,0,0,SOTON/O.Q. 3101310,S,35.0,7.05
0,3,male,1,0,370365,Q,29.69911764705882,15.5
0,3,male,0,0,C 7076,S,30.0,7.25
1,3,female,0,0,2626,C,29.69911764705882,7.2292
1,3,female,0,0,14313,Q,29.69911764705882,7.75
1,1,male,1,0,11765,C,25.0,55.4417
0,3,male,1,0,3101267,S,18.0,6.4958
0,3,male,0,0,323951,S,19.0,8.05
0,3,female,3,1,349909,S,3.0,21.075
1,3,female,0,0,C 7077,S,22.0,7.25
0,3,male,0,0,2648,C,20.0,4.0125
0,3,male,0,0,347069,S,19.0,7.775
0,3,male,0,0,STON/O 2. 3101293,S,32.0,7.925
1,1,female,1,0,113789,S,35.0,52.0
0,3,male,0,0,349227,S,29.69911764705882,7.8958
1,2,female,0,0,27849,S,36.0,13.0
0,3,male,0,0,367655,Q,29.69911764705882,7.7292
1,2,female,0,0,SC 1748,C,17.0,12.0
1,3,male,0,0,350034,S,21.0,7.7958
0,3,male,2,0,3101277,S,28.0,7.925
1,3,female,0,2,PP 9549,S,24.0,16.7
0,3,male,0,0,350052,S,22.0,7.7958
0,3,female,0,0,350407,S,31.0,7.8542
0,2,male,0,0,28403,S,46.0,26.0
0,2,male,0,0,244278,S,23.0,10.5
1,2,female,0,0,240929,S,28.0,12.65
1,3,male,0,0,STON/O 2. 3101289,S,39.0,7.925
0,3,male,0,0,341826,S,26.0,8.05
0,3,female,1,0,4137,S,21.0,9.825
0,3,male,1,0,STON/O2. 3101279,S,28.0,15.85
0,3,female,0,0,315096,S,20.0,8.6625
0,2,male,1,0,28664,S,34.0,21.0
0,3,male,0,0,347064,S,51.0,7.75
1,2,male,1,1,29106,S,3.0,18.75
0,3,male,0,0,312992,S,21.0,7.775
0,3,female,3,1,4133,S,29.69911764705882,25.4667
0,3,male,0,0,349222,S,29.69911764705882,7.8958
0,3,male,0,0,394140,Q,29.69911764705882,6.8583
0,2,male,0,0,239853,S,29.69911764705882,0.0
1,3,male,0,0,STON/O 2. 3101269,S,44.0,7.925
0,3,female,0,0,343095,S,29.69911764705882,8.05
1,2,female,1,1,28220,S,34.0,32.5
1,2,female,0,2,250652,S,18.0,13.0
0,2,male,0,0,28228,S,30.0,13.0
0,3,female,0,2,345773,S,10.0,24.15
0,3,male,0,0,349254,C,29.69911764705882,7.8958
0,3,male,0,0,A/5. 13032,Q,21.0,7.7333
0,3,male,0,0,315082,S,29.0,7.875
0,3,female,1,1,347080,S,28.0,14.4
0,3,male,1,1,370129,S,18.0,20.2125
0,3,male,0,0,A/4. 34244,S,29.69911764705882,7.25
1,2,female,1,0,2003,S,28.0,26.0
1,2,female,0,0,250655,S,19.0,26.0
0,3,male,0,0,364851,Q,29.69911764705882,7.75
1,3,male,0,0,SOTON/O.Q. 392078,S,32.0,8.05
1,1,male,0,0,110564,S,28.0,26.55
1,3,female,1,0,376564,S,29.69911764705882,16.1
1,2,female,1,0,SC/AH 3085,S,42.0,26.0
0,3,male,0,0,STON/O 2. 3101274,S,17.0,7.125
0,1,male,1,0,13507,S,50.0,55.9
0,3,female,2,2,W./C. 6608,S,21.0,34.375
1,2,female,2,3,29106,S,24.0,18.75
0,2,male,0,0,C.A. 18723,S,31.0,10.5
1,2,female,1,1,F.C.C. 13529,S,45.0,26.25
0,3,male,0,0,345769,S,20.0,9.5
0,3,male,1,0,347076,S,25.0,7.775
1,2,female,0,0,230434,S,28.0,13.0
1,3,male,0,0,65306,S,29.69911764705882,8.1125
1,2,female,0,1,250644,S,13.0,19.5
1,1,male,0,0,113794,S,34.0,26.55
1,3,female,2,1,2666,C,5.0,19.2583
1,1,male,0,0,113786,S,52.0,30.5
0,2,male,1,2,C.A. 34651,S,36.0,27.75
0,3,male,1,0,65303,S,29.69911764705882,19.9667
0,1,male,0,0,113051,C,30.0,27.75
0,3,male,0,0,A/5 2817,S,29.69911764705882,8.05
1,3,male,0,0,349240,C,29.0,7.8958
1,1,female,1,0,17464,S,29.69911764705882,51.8625
1,2,female,0,0,F.C.C. 13531,S,50.0,10.5
0,3,male,0,0,371060,Q,29.69911764705882,7.75
1,1,male,0,0,19952,S,48.0,26.55
0,3,male,0,0,364506,S,34.0,8.05
0,1,male,0,0,111320,S,47.0,38.5
0,2,male,0,0,234360,S,48.0,13.0
0,3,male,0,0,A/S 2816,S,29.69911764705882,8.05
0,3,male,0,0,SOTON/O.Q. 3101306,S,38.0,7.05
0,2,male,0,0,239853,S,29.69911764705882,0.0
0,3,male,0,0,36209,Q,29.69911764705882,7.725
0,3,male,0,0,323592,S,29.69911764705882,7.25
0,3,male,0,0,315089,S,38.0,8.6625
1,2,female,1,2,C.A. 34651,S,33.0,27.75
1,2,female,0,0,SC/AH Basle 541,C,23.0,13.7917
0,3,female,0,0,7553,S,22.0,9.8375
0,1,male,0,0,110465,S,29.69911764705882,52.0
0,2,male,1,0,31027,S,34.0,21.0
0,3,male,1,0,3460,S,29.0,7.0458
0,3,male,0,0,350060,S,22.0,7.5208
0,3,male,5,2,CA 2144,S,9.0,46.9
0,2,male,0,0,239854,S,29.69911764705882,0.0
0,3,male,0,0,A/5 3594,S,50.0,8.05
0,3,female,3,1,4133,S,29.69911764705882,25.4667
0,3,male,0,0,A.5. 18509,S,30.0,8.05
1,3,male,1,1,C.A. 37671,S,9.0,15.9
0,3,male,1,0,65304,S,29.69911764705882,19.9667
0,3,male,0,0,SOTON/OQ 3101317,S,21.0,7.25
0,3,male,0,0,A/4 45380,S,21.0,8.05
0,3,male,0,0,2627,C,29.69911764705882,14.4583
0,3,male,0,0,C.A. 6212,S,29.69911764705882,15.1
0,3,male,0,0,350035,S,24.0,7.7958
0,3,male,0,0,315086,S,17.0,8.6625
0,3,female,0,0,364846,Q,21.0,7.75
0,3,female,0,0,330909,Q,29.69911764705882,7.6292
0,3,female,0,0,4135,S,37.0,9.5875
1,2,female,0,2,26360,S,33.0,26.0
1,1,male,0,0,111427,S,29.69911764705882,26.55
0,3,male,0,0,C 4001,S,28.0,22.525
1,3,male,0,0,1601,S,26.0,56.4958
1,3,male,0,0,382651,Q,29.0,7.75
0,3,male,0,0,SOTON/OQ 3101316,S,29.69911764705882,8.05
1,1,male,0,0,PC 17473,S,36.0,26.2875
1,1,female,1,0,PC 17603,C,54.0,59.4
0,3,male,0,0,349209,S,24.0,7.4958
0,1,male,0,0,36967,S,47.0,34.0208
1,2,female,0,0,C.A. 34260,S,34.0,10.5
0,3,male,0,0,371110,Q,29.69911764705882,24.15
1,2,female,1,0,226875,S,36.0,26.0
0,3,male,0,0,349242,S,32.0,7.8958
0,3,male,0,0,349252,S,22.0,7.8958
0,3,male,0,0,2624,C,29.69911764705882,7.225
1,1,female,0,1,111361,C,44.0,57.9792
0,3,male,0,0,2700,C,29.69911764705882,7.2292
0,3,male,0,0,367232,Q,40.5,7.75
1,2,female,0,0,W./C. 14258,S,50.0,10.5
0,3,male,0,0,3101296,S,39.0,7.925
0,2,male,2,1,29104,S,23.0,11.5
0,3,male,0,0,2641,C,29.69911764705882,7.2292
0,3,male,1,1,2690,C,17.0,7.2292
1,3,female,0,2,2668,C,29.69911764705882,22.3583
0,3,female,0,0,315084,S,30.0,8.6625
1,2,female,0,2,F.C.C. 13529,S,7.0,26.25
0,1,male,0,0,113050,S,45.0,26.55
0,3,male,0,0,364498,S,29.69911764705882,14.5
1,1,female,0,2,13568,C,22.0,49.5
0,3,female,4,2,347082,S,9.0,31.275
0,3,female,4,2,347082,S,11.0,31.275
1,2,male,1,0,2908,S,32.0,26.0
1,2,female,1,0,2908,S,19.0,26.0
1,2,male,0,0,SC/PARIS 2146,C,29.69911764705882,13.8625
0,3,male,1,1,363291,S,33.0,20.525
1,2,male,1,1,C.A. 33112,S,8.0,36.75
0,2,male,0,0,244358,S,27.0,26.0
0,3,male,0,0,330979,Q,29.69911764705882,7.8292
1,3,male,0,0,2620,C,22.0,7.225
1,3,female,0,0,347085,S,22.0,7.775
1,1,female,1,0,11755,C,48.0,39.6
1,3,female,1,0,345572,S,36.0,17.4
0,3,male,0,0,372622,Q,29.69911764705882,7.75
0,3,male,0,0,349251,S,40.0,7.8958
0,2,male,0,0,218629,S,28.0,13.5
0,3,male,0,0,SOTON/OQ 392082,S,29.69911764705882,8.05
0,3,female,0,0,SOTON/O.Q. 392087,S,29.69911764705882,8.05
0,3,male,2,0,A/4 48871,S,24.0,24.15
0,3,male,0,0,349205,S,19.0,7.8958
0,3,female,0,4,349909,S,29.0,21.075
0,3,male,0,0,2686,C,29.69911764705882,7.2292
1,3,male,0,0,350417,S,32.0,7.8542
1,1,female,2,0,11769,S,53.0,51.4792
1,1,male,0,0,PC 17474,S,36.0,26.3875
1,3,female,0,0,14312,Q,29.69911764705882,7.75
0,3,male,0,0,A/4. 20589,S,16.0,8.05
0,3,male,0,0,358585,S,19.0,14.5
1,2,female,0,0,243880,S,34.0,13.0
1,1,female,1,0,13507,S,39.0,55.9
0,3,female,1,0,2689,C,29.69911764705882,14.4583
1,3,male,0,0,STON/O 2. 3101286,S,32.0,7.925
1,2,female,1,1,237789,S,25.0,30.0
0,2,male,0,0,28403,S,54.0,26.0
0,1,male,0,0,13049,C,36.0,40.125
0,3,male,0,0,3411,C,29.69911764705882,8.7125
0,2,male,0,0,237565,S,47.0,15.0
0,3,male,0,0,14973,S,22.0,8.05
0,3,male,0,0,A./5. 3235,S,29.69911764705882,8.05
0,3,male,0,0,STON/O 2. 3101273,S,35.0,7.125
0,3,male,0,0,A/5 3902,S,47.0,7.25
0,3,female,0,2,364848,Q,29.69911764705882,7.75
0,2,male,1,0,SC/AH 29037,S,37.0,26.0
0,3,male,1,1,345773,S,36.0,24.15
1,2,female,0,0,248727,S,29.69911764705882,33.0
0,3,male,0,0,LINE,S,49.0,0.0
0,3,male,0,0,2664,C,29.69911764705882,7.225
1,1,male,1,0,PC 17485,C,49.0,56.9292
1,2,female,2,1,243847,S,24.0,27.0
0,3,male,0,0,349214,S,29.69911764705882,7.8958
0,1,male,0,0,113796,S,29.69911764705882,42.4
0,3,male,0,0,364511,S,44.0,8.05
1,1,male,0,0,111426,C,35.0,26.55
0,3,male,1,0,349910,S,36.0,15.55
0,3,male,0,0,349246,S,30.0,7.8958
1,1,male,0,0,113804,S,27.0,30.5
1,2,female,1,2,SC/Paris 2123,C,22.0,41.5792
0,3,female,1,5,347082,S,39.0,31.275
0,3,male,0,0,SOTON/O.Q. 3101305,S,29.69911764705882,7.05
1,3,female,1,0,367230,Q,29.69911764705882,15.5
0,3,male,0,0,370377,Q,29.69911764705882,7.75
0,3,male,0,0,364512,S,35.0,8.05
0,3,male,1,1,347080,S,34.0,14.4
0,3,female,1,0,A/5. 3336,S,26.0,16.1
1,2,female,2,1,230136,S,4.0,39.0
0,2,male,0,0,31028,S,26.0,10.5
0,3,male,1,0,2659,C,27.0,14.4542
1,1,male,1,0,11753,S,42.0,52.5542
1,3,male,1,1,2653,C,20.0,15.7417
0,3,male,0,0,350029,S,21.0,7.8542
0,3,male,0,0,54636,S,21.0,16.1
0,3,male,0,0,349224,S,26.0,7.8958
0,3,male,0,0,334912,Q,29.69911764705882,7.7333
0,3,male,0,0,347743,S,51.0,7.0542
1,1,male,0,0,13214,C,32.0,30.5
0,1,male,0,0,112052,S,29.69911764705882,0.0
0,3,female,3,2,347088,S,9.0,27.9
1,2,female,0,0,237668,S,28.0,13.0
0,3,male,0,0,STON/O 2. 3101292,S,32.0,7.925
0,2,male,1,1,C.A. 31921,S,31.0,26.25
0,3,female,0,5,3101295,S,41.0,39.6875
0,3,male,1,0,376564,S,29.69911764705882,16.1
0,3,male,0,0,350050,S,20.0,7.8542
1,3,male,0,0,1601,S,29.69911764705882,56.4958
0,3,male,0,0,349231,S,19.0,7.8958
0,3,male,0,0,S.O./P.P. 751,S,29.69911764705882,7.55
1,3,female,0,0,CA. 2314,S,23.0,7.55
0,3,male,0,0,349221,S,29.69911764705882,7.8958
1,2,female,0,1,231919,S,18.0,23.0
0,3,male,0,0,8475,S,21.0,8.4333
1,3,female,0,0,330919,Q,29.69911764705882,7.8292
0,3,female,0,0,365226,Q,18.0,6.75
0,3,male,0,0,349223,S,29.69911764705882,7.8958
0,3,female,1,1,364849,Q,32.0,15.5
0,2,male,0,0,29751,S,23.0,13.0
0,3,male,0,0,2623,C,40.0,7.225
0,1,male,0,0,5727,S,47.0,25.5875
0,3,male,0,0,349210,S,36.0,7.4958
1,3,male,1,0,STON/O 2. 3101285,S,20.0,7.925
0,2,male,0,0,234686,S,25.0,13.0
0,3,male,0,0,312993,S,29.69911764705882,7.775
0,3,male,0,0,A/5 3536,S,43.0,8.05
1,1,female,1,0,19996,S,29.69911764705882,52.0
1,2,female,1,1,29750,S,40.0,39.0
0,1,male,1,0,F.C. 12750,S,31.0,52.0
