Survived,Sex,SibSp,Parch,Ticket,Age,Fare
0,1,0,0,276,51.0,7.75
1,1,1,1,197,3.0,18.75
0,1,0,0,214,21.0,7.775
0,0,3,1,435,29.69911764705882,25.4667
0,1,0,0,322,29.69911764705882,7.8958
0,1,0,0,434,29.69911764705882,6.8583
0,1,0,0,99,29.69911764705882,0.0
1,1,0,0,573,44.0,7.925
0,0,0,0,252,29.69911764705882,8.05
1,0,1,1,184,34.0,32.5
1,0,0,2,130,18.0,13.0
0,1,0,0,185,30.0,13.0
0,0,0,2,263,10.0,24.15
0,1,0,0,347,29.69911764705882,7.8958
0,1,0,0,478,21.0,7.7333
0,1,0,0,218,29.0,7.875
0,0,1,1,286,28.0,14.4
0,1,1,1,406,18.0,20.2125
0,1,0,0,465,29.69911764705882,7.25
1,0,1,0,67,28.0,26.0
1,0,0,0,132,19.0,26.0
0,1,0,0,389,29.69911764705882,7.75
1,1,0,0,562,32.0,8.05
1,1,0,0,1,28.0,26.55
1,0,1,0,423,29.69911764705882,16.1
1,0,1,0,545,42.0,26.0
0,1,0,0,575,17.0,7.125
0,1,1,0,49,50.0,55.9
0,0,2,2,594,21.0,34.375
1,0,2,3,197,24.0,18.75
0,1,0,0,491,31.0,10.5
1,0,1,1,512,45.0,26.25
0,1,0,0,261,20.0,9.5
0,1,1,0,283,25.0,7.775
1,0,0,0,81,28.0,13.0
1,1,0,0,445,29.69911764705882,8.1125
1,0,0,1,124,13.0,19.5
1,1,0,0,31,34.0,26.55
1,0,2,1,155,5.0,19.2583
1,1,0,0,28,52.0,30.5
0,1,1,2,503,36.0,27.75
0,1,1,0,443,29.69911764705882,19.9667
0,1,0,0,18,30.0,27.75
0,1,0,0,472,29.69911764705882,8.05
1,1,0,0,334,29.0,7.8958
1,0,1,0,58,29.69911764705882,51.8625
1,0,0,0,513,50.0,10.5
0,1,0,0,415,29.69911764705882,7.75
1,1,0,0,63,48.0,26.55
0,1,0,0,381,34.0,8.05
0,1,0,0,2,47.0,38.5
0,1,0,0,86,48.0,13.0
0,1,0,0,483,29.69911764705882,8.05
0,1,0,0,557,38.0,7.05
0,1,0,0,99,29.69911764705882,0.0
0,1,0,0,374,29.69911764705882,7.725
0,1,0,0,231,29.69911764705882,7.25
0,1,0,0,222,38.0,8.6625
1,0,1,2,503,33.0,27.75
1,0,0,0,546,23.0,13.7917
0,0,0,0,454,22.0,9.8375
0,1,0,0,0,29.69911764705882,52.0
0,1,1,0,211,34.0,21.0
0,1,1,0,271,29.0,7.0458
0,1,0,0,366,22.0,7.5208
0,1,5,2,508,9.0,46.9
0,1,0,0,100,29.69911764705882,0.0
0,1,0,0,475,50.0,8.05
0,0,3,1,435,29.69911764705882,25.4667
0,1,0,0,461,30.0,8.05
1,1,1,1,504,9.0,15.9
0,1,1,0,444,29.69911764705882,19.9667
0,1,0,0,567,21.0,7.25
0,1,0,0,462,21.0,8.05
0,1,0,0,137,29.69911764705882,14.4583
0,1,0,0,506,29.69911764705882,15.1
0,1,0,0,357,24.0,7.7958
0,1,0,0,220,17.0,8.6625
0,0,0,0,385,21.0,7.75
0,0,0,0,235,29.69911764705882,7.6292
0,0,0,0,436,37.0,9.5875
1,0,0,2,141,33.0,26.0
1,1,0,0,6,29.69911764705882,26.55
0,1,0,0,486,28.0,22.525
1,1,0,0,55,26.0,56.4958
1,1,0,0,426,29.0,7.75
0,1,0,0,566,29.69911764705882,8.05
1,1,0,0,518,36.0,26.2875
1,0,1,0,531,54.0,59.4
0,1,0,0,311,24.0,7.4958
0,1,0,0,405,47.0,34.0208
1,0,0,0,502,34.0,10.5
0,1,0,0,416,29.69911764705882,24.15
1,0,1,0,75,36.0,26.0
0,1,0,0,336,32.0,7.8958
0,1,0,0,345,22.0,7.8958
0,1,0,0,135,29.69911764705882,7.225
1,0,0,1,3,44.0,57.9792
0,1,0,0,178,29.69911764705882,7.2292
0,1,0,0,398,40.5,7.75
1,0,0,0,591,50.0,10.5
0,1,0,0,210,39.0,7.925
0,1,2,1,195,23.0,11.5
0,1,0,0,142,29.69911764705882,7.2292
0,1,1,1,171,17.0,7.2292
1,0,0,2,157,29.69911764705882,22.3583
0,0,0,0,219,30.0,8.6625
1,0,0,2,512,7.0,26.25
0,1,0,0,17,45.0,26.55
0,1,0,0,379,29.69911764705882,14.5
1,0,0,2,50,22.0,49.5
0,0,4,2,288,9.0,31.275
0,0,4,2,288,11.0,31.275
1,1,1,0,193,32.0,26.0
1,0,1,0,193,19.0,26.0
1,1,0,0,549,29.69911764705882,13.8625
0,1,1,1,376,33.0,20.525
1,1,1,1,500,8.0,36.75
0,1,0,0,111,27.0,26.0
0,1,0,0,243,29.69911764705882,7.8292
1,1,0,0,133,22.0,7.225
1,0,0,0,290,22.0,7.775
1,0,1,0,41,48.0,39.6
1,0,1,0,256,36.0,17.4
0,1,0,0,418,29.69911764705882,7.75
0,1,0,0,344,40.0,7.8958
0,1,0,0,70,28.0,13.5
0,1,0,0,569,29.69911764705882,8.05
0,0,0,0,563,29.69911764705882,8.05
0,1,2,0,463,24.0,24.15
0,1,0,0,307,19.0,7.8958
0,0,0,4,350,29.0,21.075
0,1,0,0,168,29.69911764705882,7.2292
1,1,0,0,370,32.0,7.8542
1,0,2,0,43,53.0,51.4792
1,1,0,0,519,36.0,26.3875
1,0,0,0,52,29.69911764705882,7.75
0,1,0,0,464,16.0,8.05
0,1,0,0,373,19.0,14.5
1,0,0,0,106,34.0,13.0
1,0,1,0,49,39.0,55.9
0,0,1,0,170,29.69911764705882,14.4583
1,1,0,0,579,32.0,7.925
1,0,1,1,97,25.0,30.0
0,1,0,0,186,54.0,26.0
0,1,0,0,47,36.0,40.125
0,1,0,0,248,29.69911764705882,8.7125
0,1,0,0,93,47.0,15.0
0,1,0,0,54,22.0,8.05
0,1,0,0,460,29.69911764705882,8.05
0,1,0,0,574,35.0,7.125
0,1,0,0,476,47.0,7.25
0,0,0,2,386,29.69911764705882,7.75
0,1,1,0,544,37.0,26.0
0,1,1,1,263,36.0,24.15
1,0,0,0,117,29.69911764705882,33.0
0,1,0,0,515,49.0,0.0
0,1,0,0,153,29.69911764705882,7.225
1,1,1,0,523,49.0,56.9292
1,0,2,1,105,24.0,27.0
0,1,0,0,315,29.69911764705882,7.8958
0,1,0,0,32,29.69911764705882,42.4
0,1,0,0,382,44.0,8.05
1,1,0,0,5,35.0,26.55
0,1,1,0,351,36.0,15.55
0,1,0,0,340,30.0,7.8958
1,1,0,0,35,27.0,30.5
1,0,1,2,552,22.0,41.5792
0,0,1,5,288,39.0,31.275
0,1,0,0,556,29.69911764705882,7.05
1,0,1,0,396,29.69911764705882,15.5
0,1,0,0,414,29.69911764705882,7.75
0,1,0,0,383,35.0,8.05
0,1,1,1,286,34.0,14.4
0,0,1,0,480,26.0,16.1
1,0,2,1,79,4.0,39.0
0,1,0,0,212,26.0,10.5
0,1,1,0,149,27.0,14.4542
1,1,1,0,40,42.0,52.5542
1,1,1,1,148,20.0,15.7417
0,1,0,0,355,21.0,7.8542
0,1,0,0,441,21.0,16.1
0,1,0,0,324,26.0,7.8958
0,1,0,0,245,29.69911764705882,7.7333
0,1,0,0,300,51.0,7.0542
1,1,0,0,48,32.0,30.5
0,1,0,0,9,29.69911764705882,0.0
0,0,3,2,292,9.0,27.9
1,0,0,0,94,28.0,13.0
0,1,0,0,582,32.0,7.925
0,1,1,1,498,31.0,26.25
0,0,0,5,209,41.0,39.6875
0,1,1,0,423,29.69911764705882,16.1
0,1,0,0,364,20.0,7.8542
1,1,0,0,55,29.69911764705882,56.4958
0,1,0,0,328,19.0,7.8958
0,1,0,0,540,29.69911764705882,7.55
1,0,0,0,509,23.0,7.55
0,1,0,0,321,29.69911764705882,7.8958
1,0,0,1,82,18.0,23.0
0,1,0,0,457,21.0,8.4333
1,0,0,0,236,29.69911764705882,7.8292
0,0,0,0,391,18.0,6.75
0,1,0,0,323,29.69911764705882,7.8958
0,0,1,1,387,32.0,15.5
0,1,0,0,201,23.0,13.0
0,1,0,0,134,40.0,7.225
0,1,0,0,442,47.0,25.5875
0,1,0,0,312,36.0,7.4958
1,1,1,0,578,20.0,7.925
0,1,0,0,88,25.0,13.0
0,1,0,0,215,29.69911764705882,7.775
0,1,0,0,473,43.0,8.05
1,0,1,0,66,29.69911764705882,52.0
1,0,1,1,200,40.0,39.0
0,1,1,0,510,31.0,52.0
1,1,0,0,108,31.0,13.0
0,1,0,0,102,29.69911764705882,0.0
0,1,0,0,352,18.0,7.775
0,1,0,0,251,24.5,8.05
1,0,0,0,439,18.0,9.8417
0,0,1,6,508,43.0,46.9
0,0,0,0,240,29.69911764705882,8.1375
0,1,0,0,446,20.0,9.225
0,1,5,2,508,14.0,46.9
0,1,1,2,552,25.0,41.5792
0,1,4,1,209,14.0,39.6875
0,1,0,0,327,19.0,10.1708
0,1,0,0,358,18.0,7.7958
1,1,1,0,61,31.0,57.0
1,0,0,1,348,4.0,13.4167
1,1,0,0,55,29.69911764705882,56.4958
0,1,0,0,161,25.0,7.225
0,1,0,0,118,52.0,13.5
0,1,0,0,378,44.0,8.05
1,0,0,0,372,29.69911764705882,7.7333
0,1,0,0,301,42.0,7.65
1,1,0,0,520,35.0,26.2875
0,0,0,1,172,18.0,14.4542
0,1,0,0,401,25.0,7.7417
0,1,1,0,353,26.0,7.8542
0,1,0,0,132,39.0,26.0
1,0,0,0,73,45.0,13.5
1,1,0,0,521,42.0,26.2875
1,1,1,1,150,29.69911764705882,15.2458
1,0,0,0,522,24.0,49.5042
0,1,0,0,15,29.69911764705882,26.55
1,1,1,0,66,48.0,52.0
0,1,0,0,451,29.0,9.4833
0,1,0,0,126,52.0,13.0
0,1,0,0,303,19.0,7.65
1,0,0,0,250,27.0,10.5
0,1,0,0,392,29.69911764705882,15.5
0,1,0,0,274,33.0,7.775
1,0,0,1,117,6.0,33.0
0,1,1,0,363,17.0,7.0542
0,1,0,0,45,34.0,13.0
0,1,0,0,123,50.0,13.0
1,1,1,0,36,27.0,53.1
0,1,0,0,225,20.0,8.6625
1,0,3,0,211,30.0,21.0
1,0,0,0,403,29.69911764705882,7.7375
0,1,1,0,92,25.0,26.0
0,0,1,0,585,25.0,7.925
0,1,0,0,177,11.0,18.7875
0,1,0,0,101,29.69911764705882,0.0
0,1,0,0,188,23.0,13.0
0,1,0,0,84,23.0,13.0
0,1,0,0,441,28.5,16.1
0,0,1,3,594,48.0,34.375
0,1,0,0,304,29.69911764705882,7.8958
0,1,0,0,319,29.69911764705882,7.8958
1,1,0,0,56,29.69911764705882,30.0
0,1,1,0,424,24.0,16.1
1,1,0,0,580,31.0,7.925
0,1,1,1,493,16.0,20.25
1,0,0,0,127,30.0,13.0
0,1,1,0,26,19.0,53.1
0,1,0,0,246,31.0,7.75
1,0,1,1,194,4.0,23.0
1,1,0,1,433,6.0,12.475
0,1,0,0,268,33.0,9.5
0,1,0,0,306,23.0,7.8958
0,1,0,0,359,28.0,7.7958
0,1,0,0,198,18.0,11.5
0,1,0,0,377,34.0,8.05
0,1,0,0,373,29.69911764705882,14.5
0,1,0,0,564,41.0,7.125
1,1,0,0,152,20.0,7.2292
0,1,0,0,282,16.0,7.775
0,1,0,0,14,29.69911764705882,39.6
0,0,0,0,388,30.5,7.75
0,1,1,0,416,29.69911764705882,24.15
0,1,0,0,456,32.0,8.3625
0,1,0,0,269,24.0,9.5
0,1,0,0,362,48.0,7.8542
0,1,0,0,162,29.69911764705882,7.225
1,0,1,3,196,54.0,23.0
0,1,0,0,285,18.0,7.75
0,1,0,0,428,29.69911764705882,7.75
1,0,0,0,384,5.0,12.475
0,1,0,0,402,29.69911764705882,7.7375
1,0,0,0,169,13.0,7.2292
1,0,1,0,61,17.0,57.0
0,1,0,0,22,29.0,30.0
0,1,1,2,593,29.69911764705882,23.45
0,1,0,0,561,25.0,7.05
0,1,0,0,421,25.0,7.25
1,0,0,0,203,18.0,7.4958
0,1,4,1,427,8.0,29.125
0,1,0,0,46,29.69911764705882,7.75
0,1,0,0,103,16.0,26.0
0,1,0,0,529,29.69911764705882,30.6958
0,1,0,0,305,25.0,7.8958
0,1,0,0,183,39.0,13.0
1,0,0,0,59,49.0,25.9292
1,0,0,0,338,31.0,8.6833
0,1,0,0,167,30.0,7.2292
0,0,1,1,263,30.0,24.15
0,1,0,0,126,34.0,13.0
1,0,1,1,498,31.0,26.25
1,1,0,0,293,27.0,6.975
0,1,0,0,275,31.0,7.775
0,1,0,0,8,39.0,0.0
0,0,0,0,291,18.0,7.775
0,1,0,0,116,39.0,13.0
1,0,1,0,36,33.0,53.1
0,1,0,0,294,26.0,7.8875
0,1,0,0,463,39.0,24.15
0,1,0,0,182,35.0,10.5
0,0,4,2,288,6.0,31.275
0,1,0,0,380,30.5,8.05
0,1,0,0,11,29.69911764705882,0.0
0,0,0,0,589,23.0,7.925
0,1,1,1,538,31.0,37.0042
0,1,0,0,487,43.0,6.45
0,1,3,2,292,10.0,27.9
1,1,0,0,228,27.0,8.6625
0,1,0,0,64,38.0,0.0
1,0,0,1,433,27.0,12.475
0,1,0,0,400,29.69911764705882,6.95
0,1,0,0,55,29.69911764705882,56.4958
1,1,0,0,394,29.69911764705882,7.75
1,0,1,0,149,15.0,14.4542
0,1,0,0,160,29.69911764705882,7.2292
0,1,0,0,297,23.0,7.8542
0,1,0,0,72,18.0,8.3
0,1,0,0,227,21.0,8.6625
0,1,0,0,432,29.69911764705882,8.05
1,1,0,0,55,32.0,56.4958
1,1,0,0,44,29.69911764705882,29.7
0,1,0,0,565,20.0,7.925
0,1,0,0,539,16.0,10.5
1,0,0,0,33,30.0,31.0
0,1,0,0,166,34.5,6.4375
0,1,0,0,223,17.0,8.6625
0,1,0,0,505,42.0,7.55
0,1,0,0,314,35.0,7.8958
0,1,0,1,117,28.0,33.0
0,1,4,2,288,4.0,31.275
0,0,1,1,164,9.0,15.2458
1,0,0,1,525,16.0,39.4
0,0,1,0,107,44.0,26.0
1,0,0,1,431,18.0,9.35
1,1,0,0,19,51.0,26.55
1,0,0,3,155,24.0,19.2583
0,1,0,0,139,29.69911764705882,7.2292
0,1,2,0,354,41.0,14.1083
0,1,1,0,181,21.0,11.5
1,0,0,0,60,48.0,25.9292
0,1,0,0,85,24.0,13.0
1,0,0,0,91,42.0,13.0
1,0,1,0,550,27.0,13.8583
0,1,0,0,524,31.0,50.4958
0,1,0,0,265,29.69911764705882,9.5
1,1,1,1,299,4.0,11.1333
0,1,0,0,342,26.0,7.8958
1,0,1,1,38,47.0,52.5542
0,1,0,0,447,33.0,5.0
0,1,0,0,259,47.0,9.0
1,0,1,0,516,28.0,24.0
1,0,0,0,156,15.0,7.225
0,1,0,0,449,20.0,9.8458
0,1,0,0,313,19.0,7.8958
0,1,0,0,318,29.69911764705882,7.8958
1,0,0,1,80,25.0,26.0
0,1,0,0,349,33.0,7.8958
0,0,0,0,453,22.0,10.5167
0,1,0,0,507,28.0,10.5
0,1,0,0,568,25.0,7.05
0,0,0,5,427,39.0,29.125
0,1,0,0,68,27.0,13.0
1,0,0,0,10,19.0,30.0
0,0,1,2,593,29.69911764705882,23.45
1,1,0,0,4,26.0,30.0
0,1,0,0,413,32.0,7.75
