Survived,Pclass,Sex,SibSp,Parch,Ticket,Embarked,Age,Fare
0,1,male,0,1,35281,S,33.0,7.925
0,3,male,0,0,7540,S,37.0,7.8958
0,3,male,2,0,3101276,S,28.0,7.65
0,3,male,0,0,349207,S,21.0,7.775
1,3,female,0,0,343120,S,29.69911764705882,7.8958
1,3,male,0,0,312991,S,38.0,24.15
0,3,male,0,0,349249,S,29.69911764705882,52.0
1,3,female,1,0,371110,Q,47.0,14.4542
0,1,male,0,0,110465,S,14.5,8.05
0,3,female,1,0,2665,C,22.0,9.825
0,3,male,0,0,324669,S,20.0,14.4583
0,3,female,1,0,4136,S,17.0,7.925
0,3,female,0,0,2627,C,21.0,7.75
0,3,male,0,0,STON/O 2. 3101294,S,29.0,21.0
0,3,male,0,0,370369,Q,24.0,31.275
0,2,male,1,0,11668,S,2.0,73.5
0,1,male,0,1,PC 17558,C,21.0,8.05
0,3,female,4,2,347082,S,29.69911764705882,30.0708
0,2,male,2,0,S.O.C. 14879,S,32.5,13.0
0,3,male,0,0,A4. 54510,S,32.5,77.2875
0,2,male,1,0,237736,C,54.0,11.2417
1,2,female,0,0,27267,S,12.0,7.75
0,1,male,0,1,35281,S,29.69911764705882,7.1417
1,3,male,1,0,2651,C,24.0,22.3583
0,3,male,0,0,370372,Q,29.69911764705882,6.975
1,3,male,0,0,C 17369,S,45.0,7.8958
1,3,female,1,1,2668,C,33.0,7.05
0,3,male,0,0,347061,S,20.0,14.5
0,3,male,0,0,349241,C,47.0,26.0
0,3,male,0,0,SOTON/O.Q. 3101307,S,29.0,13.0
0,3,female,1,0,A/5. 3337,S,25.0,15.0458
1,2,female,1,0,228414,S,23.0,26.2833
0,2,male,0,0,C.A. 29178,S,19.0,53.1
0,2,male,0,0,SC/PARIS 2133,C,37.0,9.2167
1,1,female,0,2,11752,S,16.0,79.2
0,1,male,1,0,113803,S,24.0,15.2458
0,3,male,0,0,7534,S,29.69911764705882,7.75
0,1,male,0,0,PC 17593,C,22.0,15.85
0,3,female,0,2,2678,C,24.0,6.75
1,3,female,0,0,347081,S,19.0,11.5
1,3,female,1,0,STON/O2. 3101279,S,18.0,36.75
0,3,male,0,0,365222,Q,19.0,7.7958
0,2,male,0,0,231945,S,27.0,34.375
0,2,male,1,1,C.A. 33112,S,9.0,26.0
1,3,male,0,0,350043,S,36.5,13.0
0,3,female,2,2,W./C. 6608,S,42.0,12.525
0,2,male,0,2,230080,S,51.0,66.6
0,2,male,0,0,244310,S,22.0,8.05
0,2,male,0,0,S.O.P. 1166,S,55.5,14.5
1,1,female,1,0,113776,S,40.5,7.3125
0,3,male,0,0,A.5. 11206,S,29.69911764705882,61.3792
0,3,male,0,2,A/5. 851,S,51.0,7.7333
0,3,male,0,0,Fa 265302,S,16.0,8.05
0,1,male,0,1,PC 17597,C,30.0,8.6625
1,3,female,0,0,35851,Q,29.69911764705882,69.55
0,3,male,0,0,SOTON/OQ 392090,S,29.69911764705882,16.1
0,3,male,0,0,315037,S,44.0,15.75
0,3,male,8,2,CA. 2343,S,40.0,7.775
0,3,male,0,1,371362,S,26.0,8.6625
1,2,female,0,0,C.A. 33595,S,17.0,39.6875
0,3,male,0,0,347068,S,1.0,20.525
0,3,male,0,0,315093,S,9.0,55.0
0,3,male,4,1,3101295,S,29.69911764705882,27.9
1,3,male,0,2,363291,S,45.0,25.925
1,1,female,0,1,113505,S,29.69911764705882,56.4958
0,3,female,1,4,347088,S,28.0,33.5
0,1,male,0,0,PC 17318,S,61.0,29.125
0,3,male,0,0,1601,S,4.0,11.1333
0,1,male,0,0,111240,S,1.0,7.925
0,3,male,4,1,382652,Q,21.0,30.6958
1,3,female,1,1,347742,S,56.0,7.8542
0,3,male,0,0,STON/O 2. 3101280,S,18.0,25.4667
0,1,male,0,0,17764,C,29.69911764705882,28.7125
0,3,male,1,1,350404,S,50.0,13.0
0,3,male,3,1,4133,S,30.0,0.0
0,1,female,0,0,PC 17595,C,36.0,69.55
0,2,male,0,0,250653,S,29.69911764705882,15.05
0,3,male,0,0,LINE,S,29.69911764705882,31.3875
0,3,female,8,2,CA. 2343,S,9.0,39.0
0,2,male,0,0,SC/PARIS 2131,C,1.0,22.025
0,3,male,4,2,347077,S,4.0,50.0
1,2,male,2,1,230136,S,29.69911764705882,15.5
1,3,female,0,2,315153,S,29.69911764705882,26.55
0,1,male,0,0,113767,S,45.0,15.5
1,3,female,1,0,370365,Q,40.0,7.8958
1,1,male,0,0,111428,S,36.0,13.0
0,3,male,1,1,364849,Q,32.0,13.0
0,3,male,0,0,349247,S,19.0,7.8542
1,2,female,0,0,234604,S,19.0,26.0
0,2,male,0,0,28424,S,3.0,27.7208
1,3,female,1,0,350046,S,44.0,146.5208
1,2,male,1,1,230080,S,58.0,7.75
1,1,female,0,0,PC 17610,C,29.69911764705882,8.4042
1,1,female,0,0,PC 17569,C,42.0,7.75
0,3,male,0,0,368703,Q,29.69911764705882,13.0
0,3,male,0,1,4579,S,24.0,9.5
1,3,female,0,0,370370,Q,28.0,69.55
0,2,female,0,0,248747,S,29.69911764705882,6.4958
0,3,male,0,0,345770,S,34.0,7.225
0,3,male,8,2,CA. 2343,S,45.5,8.05
0,3,male,0,0,3101264,S,18.0,10.4625
0,3,male,0,0,2628,C,2.0,15.85
1,3,male,0,0,A/5 3540,S,32.0,18.7875
0,3,female,0,1,347054,S,26.0,7.75
0,3,male,1,0,3101278,S,16.0,31.0
1,3,male,0,0,2699,C,40.0,7.05
1,3,female,0,0,367231,Q,24.0,21.0
1,1,male,0,0,112277,C,35.0,7.25
0,3,male,0,0,SOTON/O.Q. 3101311,S,22.0,13.0
1,2,female,0,0,F.C.C. 13528,S,30.0,7.75
0,3,male,0,0,A/5 21174,S,29.69911764705882,113.275
0,2,male,0,0,250646,S,31.0,7.925
0,3,male,1,0,367229,Q,27.0,27.0
1,1,female,1,0,35273,C,42.0,76.2917
1,3,female,0,0,STON/O2. 3101283,S,32.0,10.5
0,2,male,1,0,243847,S,30.0,8.05
1,1,female,0,0,11813,C,16.0,13.0
0,2,male,0,0,W/C 14208,S,27.0,8.05
1,3,male,0,0,SOTON/OQ 392089,S,51.0,7.8958
0,2,male,0,0,220367,S,29.69911764705882,90.0
0,3,male,0,0,21440,S,38.0,9.35
0,3,male,0,0,349234,S,22.0,10.5
1,1,male,1,0,19943,S,19.0,7.25
0,3,male,0,0,PP 4348,S,20.5,13.0
1,2,male,0,0,SW/PP 751,S,18.0,25.4667
0,3,male,0,0,A/5 21173,S,29.69911764705882,83.475
0,2,male,0,0,236171,S,35.0,7.775
0,3,female,3,1,4133,S,29.0,13.5
1,1,female,1,0,36973,S,59.0,31.3875
0,3,male,0,0,347067,S,5.0,10.5
0,2,male,0,0,237442,S,24.0,7.55
1,3,female,4,2,347077,S,29.69911764705882,26.0
0,2,male,0,0,C.A. 29566,S,44.0,26.25
0,3,female,0,0,W./C. 6609,S,8.0,10.5
0,2,male,1,0,26707,S,19.0,12.275
1,2,female,0,2,C.A. 31921,S,33.0,14.4542
0,2,male,0,0,28665,S,29.69911764705882,15.5
0,2,male,0,0,SCO/W 1585,S,29.69911764705882,10.5
0,3,female,1,0,2665,C,29.0,7.125
1,3,female,1,0,367230,Q,22.0,7.225
0,2,male,0,0,W./C. 14263,S,30.0,90.0
0,3,male,0,0,STON/O 2. 3101275,S,44.0,7.775
0,3,male,0,0,2694,C,25.0,14.5
0,1,male,2,0,19928,Q,24.0,52.5542
0,3,female,0,0,347071,S,37.0,26.0
1,2,female,0,2,250649,S,54.0,7.25
1,1,male,1,1,11751,S,29.69911764705882,10.4625
0,2,male,1,0,244252,S,29.0,26.55
0,3,male,0,0,362316,S,62.0,16.1
0,3,female,1,1,347054,S,30.0,20.2125
0,1,male,0,0,113514,S,41.0,15.2458
0,3,male,1,0,A/5. 3336,S,29.0,79.2
0,3,female,0,2,370129,S,29.69911764705882,86.5
1,3,female,0,2,2650,C,30.0,26.0
1,1,female,0,0,PC 17585,C,35.0,7.75
1,1,female,0,0,110152,S,50.0,31.3875
1,1,female,0,0,PC 17755,C,29.69911764705882,79.65
1,2,female,0,1,230433,S,3.0,0.0
0,3,male,0,0,384461,Q,52.0,7.75
1,3,male,4,2,347077,S,40.0,10.5
0,1,male,1,1,110413,S,29.69911764705882,39.6875
0,1,male,0,0,112059,S,36.0,7.775
0,3,female,0,0,382649,Q,16.0,153.4625
0,2,male,0,0,C.A. 17248,S,25.0,135.6333
0,3,male,4,1,3101295,S,58.0,31.0
1,3,male,1,0,347083,S,35.0,0.0
1,1,female,0,1,PC 17582,S,29.69911764705882,19.5
1,1,female,0,0,PC 17760,S,25.0,29.7
0,1,male,0,0,113798,S,41.0,7.75
1,3,male,0,0,LINE,S,37.0,77.9583
1,2,female,0,1,250644,S,29.69911764705882,7.75
0,1,male,0,1,PC 17596,C,63.0,0.0
1,3,female,0,0,370375,Q,45.0,29.125
1,1,female,1,0,13502,S,29.69911764705882,20.25
0,3,female,0,0,347073,S,7.0,7.75
0,2,male,0,0,239853,S,35.0,7.8542
0,3,male,4,1,382652,Q,65.0,9.5
1,3,female,1,1,C.A. 2673,S,28.0,8.05
0,3,male,0,0,336439,Q,16.0,26.0
0,3,male,0,0,347464,S,19.0,8.6625
0,3,male,0,0,345778,S,29.69911764705882,9.5
1,3,male,0,0,A/5. 10482,S,33.0,7.8958
0,1,male,0,0,113056,S,30.0,13.0
0,3,male,0,0,349239,C,22.0,7.75
1,3,male,0,0,345774,S,42.0,78.85
0,3,male,0,0,349206,S,22.0,91.0792
1,2,male,0,0,237798,S,26.0,12.875
1,3,female,0,0,370373,Q,19.0,8.85
1,1,female,0,0,19877,S,36.0,7.8958
1,1,female,1,0,11967,C,24.0,27.7208
0,2,male,0,0,SC/Paris 2163,C,24.0,7.2292
0,3,female,0,0,349236,S,29.69911764705882,151.55
0,3,male,0,0,349233,S,23.5,30.5
0,1,male,0,0,PC 17612,C,2.0,7.75
0,3,male,0,0,2693,C,29.69911764705882,23.25
0,1,female,1,2,113781,S,50.0,0.0
1,1,male,0,0,19988,S,29.69911764705882,12.35
1,1,female,0,1,PC 17558,C,29.69911764705882,8.05
1,3,female,0,0,9234,Q,19.0,151.55
1,3,male,2,0,367226,Q,29.69911764705882,110.8833
0,3,male,0,0,LINE,S,29.69911764705882,108.9
1,2,female,0,0,226593,Q,0.92,24.0
0,3,male,0,0,A/5 2466,S,29.69911764705882,56.9292
1,1,male,1,2,113781,S,17.0,83.1583
1,1,female,0,0,17421,C,30.0,26.0
1,1,female,1,0,PC 17758,C,30.0,7.8958
0,2,male,1,0,P/PP 3381,C,24.0,26.25
1,1,female,0,0,PC 17485,C,18.0,7.8542
1,1,female,0,0,11767,C,26.0,26.0
1,1,female,2,2,PC 17608,C,28.0,14.0
0,2,female,1,1,250651,S,43.0,164.8667
0,3,male,0,0,349243,S,26.0,134.5
0,2,male,1,1,F.C.C. 13529,S,24.0,7.25
1,3,female,0,0,347470,S,54.0,7.8958
1,2,female,1,0,244367,S,31.0,12.35
0,2,male,0,0,29011,S,40.0,29.0
1,1,female,0,2,36928,S,22.0,69.55
1,1,female,1,1,16966,C,27.0,135.6333
0,3,male,0,0,A/5 21172,S,30.0,6.2375
0,3,male,0,0,349219,S,22.0,13.0
1,2,female,0,0,234818,Q,29.69911764705882,20.525
1,2,female,1,1,248738,S,36.0,57.9792
0,3,male,8,2,CA. 2343,S,61.0,23.25
1,1,female,0,0,PC 17760,C,36.0,28.5
0,3,male,0,0,345364,S,31.0,153.4625
1,2,female,0,0,28551,S,16.0,18.0
1,3,female,1,1,363291,S,29.69911764705882,133.65
1,1,female,0,1,111361,C,45.5,7.8958
1,3,female,2,0,367226,Q,38.0,66.6
0,1,male,0,0,113043,S,16.0,134.5
0,1,male,0,1,PC 17582,S,29.69911764705882,8.05
0,3,male,2,0,345764,S,29.69911764705882,35.5
1,1,female,1,0,PC 17611,S,29.0,26.0
0,3,male,0,0,349225,S,41.0,13.0
0,1,male,1,0,113776,S,45.0,13.0
1,1,female,0,0,16966,C,45.0,13.0
1,3,male,0,0,7598,S,2.0,13.0
0,1,male,0,0,113784,S,24.0,13.0
1,2,male,1,1,230080,S,28.0,16.1
1,1,female,3,2,19950,S,25.0,15.9
0,2,male,0,0,248740,S,36.0,8.6625
0,2,male,0,0,244361,S,24.0,9.225
0,2,male,0,0,229236,S,40.0,35.0
1,2,female,0,0,248733,S,29.69911764705882,7.2292
1,2,female,0,0,31418,S,3.0,17.8
1,3,female,1,0,386525,S,42.0,7.225
1,3,male,1,1,C.A. 37671,S,23.0,9.5
0,3,male,0,0,315088,S,29.69911764705882,55.0
0,3,male,0,0,7267,S,15.0,13.0
0,1,male,0,0,113510,S,25.0,7.8792
0,3,male,1,1,2695,C,29.69911764705882,7.8792
0,3,male,1,0,349237,S,28.0,27.9
0,3,male,0,0,2647,C,22.0,27.7208
0,3,male,0,0,345783,S,38.0,14.4542
1,1,female,0,1,113505,S,29.69911764705882,7.05
0,2,female,0,0,237671,S,29.69911764705882,15.5
1,3,female,0,0,330931,Q,40.0,7.25
1,3,female,0,0,330980,Q,29.0,75.25
0,3,male,1,4,347088,S,45.0,7.2292
0,2,male,1,0,SC/PARIS 2167,C,35.0,7.75
0,3,female,0,1,2691,C,29.69911764705882,69.3
0,3,male,0,0,SOTON/O.Q. 3101310,S,30.0,55.4417
0,3,male,1,0,370365,Q,60.0,6.4958
0,3,male,0,0,C 7076,S,29.69911764705882,8.05
1,1,female,1,0,110813,C,29.69911764705882,135.6333
1,3,female,0,0,2626,C,24.0,21.075
1,3,female,0,0,14313,Q,25.0,82.1708
1,1,female,0,0,PC 17477,C,18.0,7.25
1,1,male,1,0,11765,C,19.0,4.0125
0,3,male,1,0,3101267,S,22.0,7.775
0,3,male,0,0,323951,S,3.0,15.7417
0,1,male,0,0,PC 17760,C,29.69911764705882,7.925
0,3,female,3,1,349909,S,22.0,52.0
1,1,female,1,0,PC 17604,C,27.0,7.8958
1,3,female,0,0,C 7077,S,20.0,73.5
0,1,male,0,2,113503,C,19.0,46.9
0,3,male,0,0,2648,C,42.0,13.0
0,3,male,0,0,347069,S,1.0,7.7292
1,1,female,0,0,PC 17757,C,32.0,12.0
1,3,female,0,2,2653,C,35.0,120.0
0,3,male,0,0,STON/O 2. 3101293,S,29.69911764705882,7.7958
1,1,female,1,0,113789,S,18.0,7.925
0,3,male,0,0,349227,S,1.0,113.275
0,2,male,0,0,S.O.C. 14879,S,36.0,16.7
0,3,male,5,2,CA 2144,S,29.69911764705882,7.7958
1,2,female,0,0,27849,S,17.0,7.8542
0,3,male,0,0,367655,Q,36.0,26.0
1,2,female,0,0,SC 1748,C,21.0,10.5
1,1,male,1,2,113760,S,28.0,12.65
1,3,male,0,0,350034,S,23.0,7.925
0,3,male,2,0,3101277,S,24.0,8.05
1,1,female,1,0,35273,C,22.0,9.825
1,3,female,0,2,PP 9549,S,31.0,15.85
0,3,male,0,0,350052,S,46.0,8.6625
0,3,female,0,0,350407,S,23.0,21.0
0,2,male,0,0,28403,S,28.0,7.75
0,2,male,0,0,244278,S,39.0,18.75
1,2,female,0,0,240929,S,26.0,7.775
1,3,male,0,0,STON/O 2. 3101289,S,21.0,25.4667
0,3,male,0,0,341826,S,28.0,7.8958
0,3,female,1,0,4137,S,20.0,6.8583
0,3,male,1,0,STON/O2. 3101279,S,34.0,90.0
0,3,female,0,0,315096,S,51.0,0.0
0,2,male,1,0,28664,S,3.0,7.925
0,3,male,0,0,347064,S,21.0,8.05
1,2,male,1,1,29106,S,29.69911764705882,32.5
0,3,male,0,0,312992,S,29.69911764705882,13.0
0,3,female,3,1,4133,S,29.69911764705882,13.0
0,3,male,0,0,349222,S,33.0,24.15
0,3,male,0,0,394140,Q,29.69911764705882,7.8958
1,1,female,1,0,19928,Q,44.0,7.7333
0,2,male,0,0,239853,S,29.69911764705882,7.875
1,3,male,0,0,STON/O 2. 3101269,S,34.0,14.4
0,3,female,0,0,343095,S,18.0,20.2125
1,2,female,1,1,28220,S,30.0,7.25
1,2,female,0,2,250652,S,10.0,26.0
0,2,male,0,0,28228,S,29.69911764705882,26.0
0,3,female,0,2,345773,S,21.0,7.75
0,3,male,0,0,349254,C,29.0,8.05
0,3,male,0,0,A/5. 13032,Q,28.0,26.55
0,3,male,0,0,315082,S,18.0,16.1
0,3,female,1,1,347080,S,29.69911764705882,26.0
0,3,male,1,1,370129,S,28.0,7.125
0,3,male,0,0,A/4. 34244,S,19.0,55.9
1,2,female,1,0,2003,S,29.69911764705882,120.0
1,2,female,0,0,250655,S,32.0,34.375
0,3,male,0,0,364851,Q,28.0,18.75
1,3,male,0,0,SOTON/O.Q. 392078,S,29.69911764705882,10.5
1,1,male,0,0,110564,S,42.0,26.25
1,3,female,1,0,376564,S,17.0,9.5
1,2,female,1,0,SC/AH 3085,S,50.0,7.775
0,3,male,0,0,STON/O 2. 3101274,S,14.0,13.0
0,1,male,1,0,13507,S,21.0,8.1125
1,1,female,1,2,113760,S,24.0,81.8583
0,3,female,2,2,W./C. 6608,S,64.0,19.5
1,2,female,2,3,29106,S,31.0,26.55
0,1,male,1,4,19950,S,45.0,19.2583
0,2,male,0,0,C.A. 18723,S,20.0,30.5
1,2,female,1,1,F.C.C. 13529,S,25.0,27.75
0,3,male,0,0,345769,S,28.0,19.9667
0,3,male,1,0,347076,S,29.69911764705882,27.75
1,2,female,0,0,230434,S,4.0,89.1042
1,3,male,0,0,65306,S,13.0,8.05
1,1,male,0,2,33638,S,34.0,7.8958
1,2,female,0,1,250644,S,5.0,26.55
1,1,male,0,0,113794,S,52.0,51.8625
1,3,female,2,1,2666,C,36.0,10.5
1,1,male,0,0,113786,S,29.69911764705882,7.75
0,2,male,1,2,C.A. 34651,S,30.0,26.55
0,3,male,1,0,65303,S,49.0,8.05
0,1,male,0,0,113051,C,29.69911764705882,38.5
1,1,male,1,0,17453,C,29.0,13.0
0,3,male,0,0,A/5 2817,S,65.0,8.05
1,3,male,0,0,349240,C,29.69911764705882,7.05
0,1,male,0,0,13509,S,50.0,0.0
1,1,female,1,0,17464,S,29.69911764705882,26.55
1,2,female,0,0,F.C.C. 13531,S,48.0,7.725
0,3,male,0,0,371060,Q,34.0,19.2583
1,1,male,0,0,19952,S,47.0,7.25
0,3,male,0,0,364506,S,48.0,8.6625
0,1,male,0,0,111320,S,29.69911764705882,27.75
0,2,male,0,0,234360,S,38.0,13.7917
0,3,male,0,0,A/S 2816,S,29.69911764705882,9.8375
0,3,male,0,0,SOTON/O.Q. 3101306,S,56.0,52.0
0,2,male,0,0,239853,S,29.69911764705882,21.0
0,1,male,0,0,113792,S,0.75,7.0458
0,3,male,0,0,36209,Q,29.69911764705882,7.5208
1,3,female,2,1,2666,C,38.0,12.2875
0,3,male,0,0,323592,S,33.0,46.9
0,3,male,0,0,315089,S,23.0,0.0
1,2,female,1,2,C.A. 34651,S,22.0,8.05
1,2,female,0,0,SC/AH Basle 541,C,29.69911764705882,9.5875
0,3,female,0,0,7553,S,34.0,91.0792
0,1,male,0,0,110465,S,29.0,25.4667
0,2,male,1,0,31027,S,22.0,90.0
0,3,male,1,0,3460,S,2.0,29.7
0,3,male,0,0,350060,S,9.0,8.05
1,3,female,0,1,3101298,S,29.69911764705882,15.9
0,3,male,5,2,CA 2144,S,50.0,19.9667
0,2,male,0,0,239854,S,63.0,7.25
0,3,male,0,0,A/5 3594,S,25.0,30.5
1,3,female,0,0,4134,S,29.69911764705882,49.5042
1,1,male,1,0,11967,C,35.0,8.05
0,3,female,3,1,4133,S,58.0,14.4583
1,1,female,1,0,19943,S,30.0,78.2667
0,1,male,0,0,11771,C,9.0,15.1
0,3,male,0,0,A.5. 18509,S,29.69911764705882,151.55
1,3,male,1,1,C.A. 37671,S,21.0,7.7958
0,3,male,1,0,65304,S,55.0,8.6625
0,3,male,0,0,SOTON/OQ 3101317,S,21.0,7.75
0,1,male,0,0,113787,S,29.69911764705882,7.6292
0,1,male,0,0,PC 17609,C,54.0,9.5875
0,3,male,0,0,A/4 45380,S,29.69911764705882,86.5
0,3,male,0,0,2627,C,25.0,108.9
1,1,female,1,0,36947,C,24.0,26.0
0,3,male,0,0,C.A. 6212,S,17.0,26.55
0,1,female,1,2,113781,S,21.0,22.525
0,3,male,0,0,350035,S,29.69911764705882,56.4958
0,3,male,0,0,315086,S,37.0,7.75
0,3,female,0,0,364846,Q,16.0,8.05
0,3,female,0,0,330909,Q,18.0,26.2875
0,3,female,0,0,4135,S,33.0,59.4
1,1,female,0,0,110152,S,29.69911764705882,7.4958
0,1,male,1,0,PC 17758,C,28.0,34.0208
1,2,female,0,2,26360,S,26.0,10.5
1,1,male,0,0,111427,S,29.0,24.15
0,3,male,0,0,C 4001,S,29.69911764705882,26.0
1,3,male,0,0,1601,S,36.0,7.8958
1,3,male,0,0,382651,Q,54.0,93.5
0,3,male,0,0,SOTON/OQ 3101316,S,24.0,7.8958
1,1,male,0,0,PC 17473,S,47.0,7.225
1,1,female,1,0,PC 17603,C,34.0,57.9792
0,3,male,0,0,349209,S,29.69911764705882,7.2292
0,1,male,0,0,36967,S,36.0,7.75
1,2,female,0,0,C.A. 34260,S,32.0,10.5
0,3,male,0,0,371110,Q,30.0,7.925
1,2,female,1,0,226875,S,22.0,11.5
0,3,male,0,0,349242,S,29.69911764705882,26.0
1,1,female,0,0,12749,S,44.0,7.2292
0,3,male,0,0,349252,S,29.69911764705882,7.2292
0,3,male,0,0,2624,C,40.5,22.3583
1,1,female,0,1,111361,C,50.0,8.6625
0,3,male,0,0,2700,C,29.69911764705882,26.25
0,3,male,0,0,367232,Q,39.0,26.55
1,2,female,0,0,W./C. 14258,S,23.0,106.425
0,1,male,0,0,PC 17483,S,2.0,14.5
0,3,male,0,0,3101296,S,29.69911764705882,49.5
0,2,male,2,1,29104,S,17.0,71.0
1,2,female,1,1,26360,S,29.69911764705882,31.275
0,3,male,0,0,2641,C,30.0,31.275
0,3,male,1,1,2690,C,7.0,26.0
1,3,female,0,2,2668,C,45.0,106.425
0,3,female,0,0,315084,S,30.0,26.0
1,2,female,0,2,F.C.C. 13529,S,29.69911764705882,26.0
0,1,male,0,0,113050,S,22.0,13.8625
1,1,female,0,0,PC 17761,C,36.0,20.525
0,3,male,0,0,364498,S,9.0,36.75
1,1,female,0,2,13568,C,11.0,110.8833
1,1,female,0,2,WE/P 5735,S,32.0,26.0
0,3,female,4,2,347082,S,50.0,7.8292
